Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 18 352  22.00   3.10  15.00                     
12 18 352  23.00   3.10  15.00                     
12 18 352   0.00   2.90  15.00                     
12 18 352   1.00   2.00  15.00                     
12 18 352   2.00   1.70  15.00                     
12 18 352   3.00   1.90  15.00                     
12 18 352   4.00   2.30  15.00                     
12 18 352   5.00   3.60  15.00  150.00              
12 18 352   6.00   5.50  21.00                     
12 18 352   7.00   5.50  22.00  200.00              
12 18 352   8.00   4.90  23.00  215.00              
12 18 352   9.00   5.00  25.00  220.00              
12 18 352  10.00   6.20  24.00  210.00              
12 18 352  11.00   5.70  20.00  185.00              
12 18 352  12.00   4.30  17.00  170.00              
12 18 352  13.00   3.10  16.00                     
12 18 352  14.00   2.90  15.00                     
12 18 352  15.00   2.40  15.00                     
12 18 352  16.00   2.30  17.00                     
12 18 352  17.00   2.40  15.00                     
12 18 352  18.00   2.40  18.00                     
12 18 352  19.00   2.40  15.00                     
12 18 352  20.00   2.20  15.00                     
12 18 352  21.00   2.30  20.00                     
