Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 16  16  22.00   2.50   1.50                     
 1 16  16  23.00   2.50   1.50                     
 1 16  16   0.00   2.30                            
 1 16  16   1.00   2.00   2.20                     
 1 16  16   2.00   1.90   2.30                     
 1 16  16   3.00   1.80   2.70                     
 1 16  16   4.00   1.90   1.60                     
 1 16  16   5.00   3.60   1.70   1.70              
 1 16  16   6.00   4.50   2.00   2.00              
 1 16  16   7.00   4.60   2.30   2.30              
 1 16  16   8.00   5.00   2.60                     
 1 16  16   9.00   4.90   2.60                     
 1 16  16  10.00   4.90   2.40   2.40              
 1 16  16  11.00   5.00   2.20   2.20              
 1 16  16  12.00   5.00   2.30                     
 1 16  16  13.00   4.70   1.50                     
 1 16  16  14.00   2.60   2.30                     
 1 16  16  15.00   2.00   1.50                     
 1 16  16  16.00   1.70                            
 1 16  16  17.00   2.00                            
 1 16  16  18.00   1.90   1.60                     
 1 16  16  19.00   2.10   1.60                     
 1 16  16  20.00   2.20   1.70                     
 1 16  16  21.00   2.70   1.50                     
