Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 20  20  22.00   3.00   1.60                     
 1 20  20  23.00   2.70   1.60                     
 1 20  20   0.00   2.70   1.70                     
 1 20  20   1.00   2.60   1.70                     
 1 20  20   2.00   2.40   1.70                     
 1 20  20   3.00   2.00   1.60                     
 1 20  20   4.00   2.00   1.60                     
 1 20  20   5.00   3.60   1.70   1.70              
 1 20  20   6.00   5.30   1.90   1.90              
 1 20  20   7.00   5.60   2.20   2.25              
 1 20  20   8.00   5.10   2.30   2.30              
 1 20  20   9.00   5.10   2.60   2.40              
 1 20  20  10.00   5.40   2.40   2.30              
 1 20  20  11.00   5.00   2.30   2.15              
 1 20  20  12.00   4.50   1.40   1.40              
 1 20  20  13.00   3.30   1.60                     
 1 20  20  14.00   3.40   1.60                     
 1 20  20  15.00   2.30   1.60                     
 1 20  20  16.00   2.30   1.60                     
 1 20  20  17.00   2.60   1.50                     
 1 20  20  18.00   3.00   1.60                     
 1 20  20  19.00   2.90   2.10                     
 1 20  20  20.00   2.80   1.60                     
 1 20  20  21.00   2.60   1.60                     
