Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2  2  33  22.00   2.70   1.50                     
 2  2  33  23.00   2.90   1.50                     
 2  2  33   0.00   3.00   1.50                     
 2  2  33   1.00   2.10   1.50                     
 2  2  33   2.00   2.20   1.70                     
 2  2  33   3.00   2.00                            
 2  2  33   4.00   2.60   1.70                     
 2  2  33   5.00   4.80   1.60                     
 2  2  33   6.00   5.00   2.10   2.50              
 2  2  33   7.00   5.10   2.40   2.85              
 2  2  33   8.00   4.90   2.60   3.00              
 2  2  33   9.00   5.50   2.60   3.00              
 2  2  33  10.00   5.90   2.60   2.95              
 2  2  33  11.00   4.90   2.40   2.70              
 2  2  33  12.00   4.50   2.20   2.35              
 2  2  33  13.00   3.90   1.70                     
 2  2  33  14.00   3.50   1.30                     
 2  2  33  15.00   3.30   1.50                     
 2  2  33  16.00   2.80   1.60                     
 2  2  33  17.00   2.00   1.70                     
 2  2  33  18.00   2.90   1.50                     
 2  2  33  19.00   3.00   1.70                     
 2  2  33  20.00   2.80   1.60                     
 2  2  33  21.00   2.70   1.50                     
