Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 21 355  22.00   3.00  15.00                     
12 21 355  23.00   2.70  14.00                     
12 21 355   0.00   2.60  15.00                     
12 21 355   1.00   2.30  15.00                     
12 21 355   2.00   2.40  15.00                     
12 21 355   3.00   2.30                            
12 21 355   4.00   2.20  16.00                     
12 21 355   5.00   3.50  18.00                     
12 21 355   6.00   5.10  22.00  190.00              
12 21 355   7.00   4.80  22.00  215.00              
12 21 355   8.00   4.80  22.00  220.00              
12 21 355   9.00   6.20  23.00  215.00              
12 21 355  10.00   5.00  24.00  200.00              
12 21 355  11.00   5.30  22.00  175.00              
12 21 355  12.00   3.70  16.00  160.00              
12 21 355  13.00   3.40  16.00                     
12 21 355  14.00   3.30  30.00                     
12 21 355  15.00   3.00  15.00                     
12 21 355  16.00   2.30  14.00                     
12 21 355  17.00   2.30  16.00                     
12 21 355  18.00   2.20  15.00                     
12 21 355  19.00   2.40  16.00                     
12 21 355  20.00   2.80  15.00                     
12 21 355  21.00   2.60  16.00                     
