Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 11  42  22.00   2.20   1.70                     
 2 11  42  23.00   2.30   1.50                     
 2 11  42   0.00   2.50   1.50                     
 2 11  42   1.00   2.90   1.50                     
 2 11  42   2.00   2.00   1.50                     
 2 11  42   3.00   1.80   1.60                     
 2 11  42   4.00   2.90   1.50   1.50              
 2 11  42   5.00   4.20   1.60   2.00              
 2 11  42   6.00   4.90   2.00   2.65              
 2 11  42   7.00   5.20   2.40   3.00              
 2 11  42   8.00   5.50   3.00   3.10              
 2 11  42   9.00   5.30   3.10   3.10              
 2 11  42  10.00   5.20          3.10              
 2 11  42  11.00   5.80   3.10   2.95              
 2 11  42  12.00   5.10   3.30   2.50              
 2 11  42  13.00   5.70   3.20                     
 2 11  42  14.00   3.90   2.70   1.60              
 2 11  42  15.00   3.80   1.60                     
 2 11  42  16.00   3.30   1.50                     
 2 11  42  17.00   2.30   1.50                     
 2 11  42  18.00   2.40   1.50                     
 2 11  42  19.00   2.40   1.60                     
 2 11  42  20.00   2.50   1.60                     
 2 11  42  21.00   2.70   1.50                     
