Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 28 362  22.00   3.00  15.00                     
12 28 362  23.00   2.80  15.00                     
12 28 362   0.00   2.40  16.00                     
12 28 362   1.00   3.20  15.00                     
12 28 362   2.00   2.40  15.00                     
12 28 362   3.00   2.00  15.00                     
12 28 362   4.00   2.10                            
12 28 362   5.00   3.30  16.00  160.00              
12 28 362   6.00   5.30  20.00  200.00              
12 28 362   7.00   5.00  22.00  220.00              
12 28 362   8.00   6.00  19.00  290.00              
12 28 362   9.00   5.80  26.00  260.00              
12 28 362  10.00   5.30  22.00                     
12 28 362  11.00   5.40  20.00  195.00              
12 28 362  12.00   4.00  17.00  170.00              
12 28 362  13.00   3.30  15.00                     
12 28 362  14.00   2.60  16.00                     
12 28 362  15.00   2.00  15.00                     
12 28 362  16.00   1.80  15.00                     
12 28 362  17.00   2.10  15.00                     
12 28 362  18.00   2.50  22.00                     
12 28 362  19.00   2.80  23.00                     
12 28 362  20.00   2.60  15.00                     
12 28 362  21.00   2.80  14.00                     
