Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12  9 343  22.00   3.20  15.00                     
12  9 343  23.00   2.80  15.00                     
12  9 343   0.00   2.60  17.00                     
12  9 343   1.00   2.50  15.00                     
12  9 343   2.00   2.10  15.00                     
12  9 343   3.00   2.10  15.00                     
12  9 343   4.00   2.30  15.00                     
12  9 343   5.00   4.30  15.00  150.00              
12  9 343   6.00   4.70  17.00  170.00              
12  9 343   7.00   4.90  20.00  200.00              
12  9 343   8.00   5.40  22.00  220.00              
12  9 343   9.00   6.00  22.00  225.00              
12  9 343  10.00   7.00  20.00  205.00              
12  9 343  11.00   5.80  20.00                     
12  9 343  12.00   4.60  13.00  130.00              
12  9 343  13.00   3.70  15.00                     
12  9 343  14.00   2.80  15.00                     
12  9 343  15.00   2.10  16.00                     
12  9 343  16.00   2.40  15.00                     
12  9 343  17.00   2.50  15.00                     
12  9 343  18.00   2.50  15.00                     
12  9 343  19.00   2.20  17.00                     
12  9 343  20.00   2.80  17.00                     
12  9 343  21.00   3.00  15.00                     
