Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 30 364  22.00   2.20  15.00                     
12 30 364  23.00   2.20  16.00                     
12 30 364   0.00   1.90  15.00                     
12 30 364   1.00   1.70                            
12 30 364   2.00   1.80  15.00                     
12 30 364   3.00   2.00  16.00                     
12 30 364   4.00   1.90  16.00                     
12 30 364   5.00   3.80  16.00  160.00              
12 30 364   6.00   5.00  24.00                     
12 30 364   7.00   4.70  24.00  205.00              
12 30 364   8.00   5.50                            
12 30 364   9.00   5.30  28.00                     
12 30 364  10.00   6.00  25.00                     
12 30 364  11.00   4.70  24.00  240.00              
12 30 364  12.00   3.90  20.00  200.00              
12 30 364  13.00   2.80  16.00                     
12 30 364  14.00   2.70  17.00                     
12 30 364  15.00   2.40  16.00                     
12 30 364  16.00   2.30  15.00                     
12 30 364  17.00   2.50  15.00                     
12 30 364  18.00   3.00  20.00                     
12 30 364  19.00   3.20  20.00                     
12 30 364  20.00   3.00  22.00                     
12 30 364  21.00   3.00  15.00                     
