Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 20 354  22.00   2.70  15.00                     
12 20 354  23.00   2.80  15.00                     
12 20 354   0.00   2.30  15.00                     
12 20 354   1.00   1.90  15.00                     
12 20 354   2.00   1.80  15.00                     
12 20 354   3.00   1.80  15.00                     
12 20 354   4.00   2.00                            
12 20 354   5.00   3.70  15.00  150.00              
12 20 354   6.00   5.60  20.00                     
12 20 354   7.00   5.40  22.00                     
12 20 354   8.00   4.90  22.00  215.00              
12 20 354   9.00   5.00  24.00  220.00              
12 20 354  10.00   6.00  22.00  215.00              
12 20 354  11.00   4.80  20.00  195.00              
12 20 354  12.00   4.30  16.00  160.00              
12 20 354  13.00   3.80  17.00                     
12 20 354  14.00   3.20  25.00                     
12 20 354  15.00   2.50  18.00                     
12 20 354  16.00   2.20  16.00                     
12 20 354  17.00   1.80  16.00                     
12 20 354  18.00   2.30  15.00                     
12 20 354  19.00   2.30  15.00                     
12 20 354  20.00   2.60  15.00                     
12 20 354  21.00   2.80  13.00                     
