Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 12  12  22.00   2.50   1.50                     
 1 12  12  23.00   2.50   1.50                     
 1 12  12   0.00   2.30   1.40                     
 1 12  12   1.00   1.70   1.60                     
 1 12  12   2.00   1.60                            
 1 12  12   3.00   1.80   1.60                     
 1 12  12   4.00   2.00                            
 1 12  12   5.00   3.60   1.60   1.60              
 1 12  12   6.00   4.60   2.10   1.80              
 1 12  12   7.00   5.50   2.30   2.10              
 1 12  12   8.00   5.50   2.60                     
 1 12  12   9.00   5.50   2.40                     
 1 12  12  10.00   5.90   2.50                     
 1 12  12  11.00   5.30   2.50                     
 1 12  12  12.00   4.80   2.00                     
 1 12  12  13.00   3.40   3.30                     
 1 12  12  14.00   2.70   1.60                     
 1 12  12  15.00   2.00   1.60                     
 1 12  12  16.00   1.90   3.10                     
 1 12  12  17.00   2.00                            
 1 12  12  18.00   2.10   1.70                     
 1 12  12  19.00   2.50   2.50                     
 1 12  12  20.00   3.10   4.30                     
 1 12  12  21.00   2.80   2.20                     
