Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 29 363  22.00   3.10  13.00                     
12 29 363  23.00   2.90  16.00                     
12 29 363   0.00   2.50  15.00                     
12 29 363   1.00   2.30  15.00                     
12 29 363   2.00   2.40  15.00                     
12 29 363   3.00   1.80  13.00                     
12 29 363   4.00   1.70  15.00                     
12 29 363   5.00   3.50  14.00  140.00              
12 29 363   6.00   5.80  24.00                     
12 29 363   7.00   5.00  26.00  180.00              
12 29 363   8.00   6.00  24.00  215.00              
12 29 363   9.00   5.00  25.00  220.00              
12 29 363  10.00   5.10  23.00  230.00              
12 29 363  11.00   4.60  20.00  200.00              
12 29 363  12.00   4.00  18.00  180.00              
12 29 363  13.00   3.10  16.00                     
12 29 363  14.00   1.90  15.00                     
12 29 363  15.00   2.10  15.00                     
12 29 363  16.00   2.10  16.00                     
12 29 363  17.00   2.00                            
12 29 363  18.00   1.90  17.00                     
12 29 363  19.00   2.30  15.00                     
12 29 363  20.00   1.90  15.00                     
12 29 363  21.00   2.40  15.00                     
