Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 3 14  73  22.00   2.80   1.60                     
 3 14  73  23.00   2.80   1.50                     
 3 14  73   0.00   2.90   1.60                     
 3 14  73   1.00   2.40   1.60                     
 3 14  73   2.00   1.90                            
 3 14  73   3.00   3.60   1.60   1.60              
 3 14  73   4.00   4.50   1.90   1.90              
 3 14  73   5.00   5.40   2.20   2.20              
 3 14  73   6.00   5.80   2.90   2.40   4.00       
 3 14  73   7.00   6.50   2.60   2.65   4.00       
 3 14  73   8.00   6.10   3.00   2.80   4.10       
 3 14  73   9.00   6.00   2.90   2.90   4.00       
 3 14  73  10.00   6.00   2.80          4.00       
 3 14  73  11.00   6.00   3.50                     
 3 14  73  12.00   5.80   3.10                     
 3 14  73  13.00   5.90   2.10                     
 3 14  73  14.00   5.50   2.00                     
 3 14  73  15.00   5.40   1.60                     
 3 14  73  16.00   5.10   2.00                     
 3 14  73  17.00   4.70   3.00                     
 3 14  73  18.00   3.80   1.60                     
 3 14  73  19.00   3.30   2.00                     
 3 14  73  20.00   2.50   1.60                     
 3 14  73  21.00   2.30   1.60                     
