Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 28 363  22.00   2.20   1.60                     
12 28 363  23.00   2.30   1.60                     
12 28 363   0.00   2.00   1.40                     
12 28 363   1.00   2.10   1.50                     
12 28 363   3.00          1.70                     
12 28 363   4.00          1.70                     
12 28 363   5.00   4.50   1.80  180.00              
12 28 363   7.00   5.80   2.10  210.00              
12 28 363   9.00   5.60   2.30  235.00              
12 28 363  10.00   6.10   2.30  230.00              
12 28 363  11.00   6.00   2.00  180.00              
12 28 363  12.00   5.30   1.50  150.00              
12 28 363  13.00   4.10   1.50                     
12 28 363  14.00   3.00   1.50                     
12 28 363  15.00   2.20   1.90                     
12 28 363  16.00   1.90   1.60                     
12 28 363  17.00   2.00   1.50                     
12 28 363  18.00   2.10   1.50                     
12 28 363  19.00   2.10   1.60                     
12 28 363  20.00   2.20   1.50                     
12 28 363  21.00   2.40   1.60                     
