Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 3 16  75  22.00   2.40   1.50                     
 3 16  75  23.00   2.50   1.50                     
 3 16  75   0.00   2.60   1.50                     
 3 16  75   1.00   2.40   1.50                     
 3 16  75   2.00   1.90   1.50                     
 3 16  75   3.00   3.40   1.60   1.60              
 3 16  75   4.00   4.80   1.90   1.90              
 3 16  75   5.00   5.60   2.30   2.30              
 3 16  75   6.00   6.40   2.80   2.55              
 3 16  75   7.00   6.80   3.10          4.10       
 3 16  75   8.00   6.40   3.00          4.10       
 3 16  75   9.00   6.30   2.30          4.10       
 3 16  75  10.00   6.30   2.40   2.80   4.10       
 3 16  75  11.00   6.70   2.30   2.80   4.00       
 3 16  75  12.00   6.30   4.70                     
 3 16  75  13.00   6.10   4.30                     
 3 16  75  14.00   5.50   2.00                     
 3 16  75  15.00   5.50   1.80                     
 3 16  75  16.00   4.70   3.10                     
 3 16  75  17.00   4.30   2.00                     
 3 16  75  18.00   3.30   1.50                     
 3 16  75  19.00   2.80   1.50                     
 3 16  75  20.00   2.50   2.00                     
 3 16  75  21.00   2.60   1.60                     
