Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 14 349  22.00   2.50   1.50                     
12 14 349  23.00   2.80   1.60                     
12 14 349   0.00   2.00   1.50                     
12 14 349   1.00   2.30   1.50                     
12 14 349   2.00   2.20   1.60                     
12 14 349   3.00   2.10   1.60                     
12 14 349   4.00   2.20   1.70                     
12 14 349   5.00   3.90   1.70  170.00              
12 14 349   6.00   5.20   2.70                     
12 14 349   7.00   5.80   3.10                     
12 14 349   8.00   5.80   2.80                     
12 14 349   9.00   5.50   2.90  225.00              
12 14 349  10.00   5.50   2.40  205.00              
12 14 349  11.00   5.00   2.10                     
12 14 349  12.00   4.50   1.70                     
12 14 349  13.00   3.60   3.10                     
12 14 349  14.00   3.20   1.60                     
12 14 349  15.00   2.50   1.70                     
12 14 349  16.00          2.30                     
12 14 349  17.00          2.50                     
12 14 349  18.00          3.00                     
12 14 349  19.00   2.30   1.80                     
12 14 349  20.00   2.40   1.50                     
12 14 349  21.00   2.50   1.40                     
