Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 19 354  23.00   2.50   1.50                     
12 19 354   1.00   2.30   1.60                     
12 19 354   5.00   3.80   2.00                     
12 19 354   7.00   5.00   2.20  205.00              
12 19 354   8.00   6.10   2.70                     
12 19 354   9.00   5.70   2.50                     
12 19 354  10.00   5.30   2.40  225.00              
12 19 354  11.00   4.90   2.30  200.00              
12 19 354  12.00   5.10   2.10                     
12 19 354  13.00   3.40   1.50                     
12 19 354  14.00   2.80   3.10                     
12 19 354  15.00   2.50   3.80                     
12 19 354  16.00   2.30   2.50                     
12 19 354  17.00   2.40   1.50                     
12 19 354  18.00   2.60   2.10                     
12 19 354  19.00   3.00   1.50                     
12 19 354  20.00   3.20   1.50                     
12 19 354  21.00   3.30   1.50                     
