Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1  8   8  22.00   3.30   1.80                     
 1  8   8  23.00   3.30   2.10                     
 1  8   8   0.00   3.20   1.80                     
 1  8   8   1.00   2.80   2.00                     
 1  8   8   2.00   2.60   1.50                     
 1  8   8   3.00   2.50   1.80                     
 1  8   8   4.00   2.30   1.50                     
 1  8   8   5.00   4.80   2.00   1.50              
 1  8   8   6.00   5.90                            
 1  8   8   7.00   5.40   2.80                     
 1  8   8   8.00   6.00   3.00   2.20              
 1  8   8   9.00   5.90   4.00   2.20              
 1  8   8  10.00   5.70   2.50   2.15              
 1  8   8  11.00   5.00   1.80   1.85              
 1  8   8  12.00   4.30   1.70   1.70              
 1  8   8  13.00   3.60   1.50                     
 1  8   8  14.00   2.80   2.10                     
 1  8   8  15.00   2.40   1.50                     
 1  8   8  16.00   2.00   1.80                     
 1  8   8  17.00   2.20   1.50                     
 1  8   8  18.00   2.30   1.50                     
 1  8   8  19.00   2.50   1.50                     
 1  8   8  20.00   2.50   1.50                     
 1  8   8  21.00   2.60   2.20                     
