Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 22  22  22.00   2.50   1.40                     
 1 22  22  23.00   2.90   1.50                     
 1 22  22   0.00   2.70   1.50                     
 1 22  22   1.00   2.50   1.60                     
 1 22  22   5.00   5.10   1.70                     
 1 22  22   6.00   6.40   2.20   1.90              
 1 22  22   7.00   5.10   2.00   2.25              
 1 22  22   8.00   5.10   1.60   2.30              
 1 22  22   9.00   5.70   1.90   2.30              
 1 22  22  10.00   5.50   2.20   2.25              
 1 22  22  11.00   5.50   2.30   2.05              
 1 22  22  12.00   5.60   1.90                     
 1 22  22  13.00   4.70   1.50   1.50              
 1 22  22  14.00   3.70   1.60                     
 1 22  22  15.00   2.40   1.50                     
 1 22  22  16.00   2.20   1.60                     
 1 22  22  17.00   2.10   1.50                     
 1 22  22  18.00   2.10   1.60                     
 1 22  22  19.00   2.30   1.50                     
 1 22  22  20.00   2.50   1.50                     
 1 22  22  21.00   2.50   1.60                     
