Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 13  44  22.00   2.80   1.60                     
 2 13  44  23.00   2.90   1.60                     
 2 13  44   0.00   3.00   1.60                     
 2 13  44   1.00   2.60   1.60                     
 2 13  44   2.00   1.90                            
 2 13  44   3.00   1.80   1.50                     
 2 13  44   4.00   3.30   1.70   1.70              
 2 13  44   5.00   4.80   2.90                     
 2 13  44   6.00   5.50   3.00                     
 2 13  44   7.00   5.80   3.20                     
 2 13  44   8.00   6.20   3.00                     
 2 13  44   9.00   5.80   3.00                     
 2 13  44  10.00   6.00   3.20                     
 2 13  44  11.00   6.00   3.00                     
 2 13  44  12.00   5.50   2.50   2.50              
 2 13  44  13.00   5.00   2.70                     
 2 13  44  14.00   5.00   1.60                     
 2 13  44  15.00   3.50   1.60                     
 2 13  44  16.00   3.30   1.50                     
 2 13  44  17.00   3.10   1.60                     
 2 13  44  18.00   3.00   1.50                     
 2 13  44  19.00   3.00   1.50                     
 2 13  44  20.00   2.90   1.50                     
 2 13  44  21.00   3.00   1.70                     
