Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 27 362  22.00   3.00   1.20                     
12 27 362  23.00   2.50   1.50                     
12 27 362   0.00   2.00   1.50                     
12 27 362   1.00   2.30   1.50                     
12 27 362   2.00   2.40   1.50                     
12 27 362   3.00   2.10                            
12 27 362   4.00   2.10                            
12 27 362   5.00   4.10   2.30                     
12 27 362   6.00   4.90   1.50  150.00              
12 27 362   7.00   5.20   2.30  200.00              
12 27 362   8.00   6.10   2.30                     
12 27 362   9.00   6.10   2.60  260.00              
12 27 362  10.00   5.70   2.30  220.00              
12 27 362  11.00   5.00   2.00  200.00              
12 27 362  12.00   5.60   1.70  170.00              
12 27 362  13.00   4.80   1.50                     
12 27 362  14.00   2.20   1.50                     
12 27 362  17.00   1.50   1.70                     
12 27 362  18.00   2.70   1.50                     
12 27 362  19.00   2.70   1.50                     
12 27 362  20.00   2.40   1.50                     
12 27 362  21.00   2.50   1.50                     
