Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12  9 344  22.00   2.60   1.80                     
12  9 344  23.00   2.10   1.80                     
12  9 344   0.00   2.30   2.10                     
12  9 344   1.00   1.80   2.10                     
12  9 344   4.00   2.30   2.70                     
12  9 344   5.00   3.60   2.70                     
12  9 344   6.00   4.40   2.00                     
12  9 344   7.00   5.40   2.80                     
12  9 344   8.00   4.90   2.40                     
12  9 344   9.00   6.50   2.30  230.00              
12  9 344  10.00   5.80   2.50                     
12  9 344  11.00   5.60   3.00                     
12  9 344  12.00   4.80   3.10                     
12  9 344  13.00   3.80   2.50                     
12  9 344  14.00   2.90   2.30                     
12  9 344  15.00   2.90   2.20                     
12  9 344  16.00   2.40   1.50                     
12  9 344  17.00   2.30   2.20                     
12  9 344  18.00   2.60   1.90                     
12  9 344  19.00   2.70   1.50                     
12  9 344  20.00   2.60   1.90                     
12  9 344  21.00   2.40   1.60                     
