Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 13 348  22.00   1.90   1.50                     
12 13 348  23.00   1.80   1.00                     
12 13 348   3.00   1.70                            
12 13 348   4.00   1.90   1.50                     
12 13 348   5.00   3.60   1.60  160.00              
12 13 348   6.00   4.80   3.50                     
12 13 348   7.00   4.70   2.20  225.00              
12 13 348   8.00   5.30   2.20  225.00              
12 13 348   9.00   5.70   2.40  240.00              
12 13 348  10.00   5.50   2.00                     
12 13 348  11.00   5.60   2.00  200.00              
12 13 348  12.00   4.30   1.60  180.00              
12 13 348  13.00   3.60   1.50                     
12 13 348  14.00   2.70   1.50                     
12 13 348  15.00   2.80   1.70                     
12 13 348  16.00   2.40   1.80                     
12 13 348  17.00   2.00   1.50                     
12 13 348  18.00   2.00   1.50                     
12 13 348  19.00   2.10   1.60                     
12 13 348  20.00   1.90   1.50                     
12 13 348  21.00   2.70   1.60                     
