Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 11 346  22.00   2.00   1.00                     
12 11 346  23.00   2.00   1.50                     
12 11 346   0.00   1.70   1.30                     
12 11 346   1.00   1.60   1.10                     
12 11 346   2.00   1.60                            
12 11 346   3.00   1.60   1.50                     
12 11 346   4.00   2.10   1.70                     
12 11 346   5.00   3.50   1.80  150.00              
12 11 346   6.00   4.90   2.10                     
12 11 346   7.00   5.00   2.30  200.00              
12 11 346   8.00   5.80   2.40  220.00              
12 11 346   9.00   5.60   2.60                     
12 11 346  10.00   5.30   2.30                     
12 11 346  11.00   5.10   2.10                     
12 11 346  12.00   4.10   2.70                     
12 11 346  13.00   3.40   2.60                     
12 11 346  14.00   3.10   1.50                     
12 11 346  15.00   2.80   2.60                     
12 11 346  16.00   1.90   3.60                     
12 11 346  17.00   2.00   1.60                     
12 11 346  18.00   2.10   1.50                     
12 11 346  19.00   2.50   1.50                     
12 11 346  20.00   2.30   1.50                     
12 11 346  21.00   2.40   2.10                     
