Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 23  23  22.00   2.20   1.50                     
 1 23  23  23.00   2.40   2.00                     
 1 23  23   0.00   2.50   1.50                     
 1 23  23   1.00   2.00   1.50                     
 1 23  23   5.00   4.30                            
 1 23  23   6.00   5.00                            
 1 23  23   7.00   5.50   2.40                     
 1 23  23   8.00                                   
 1 23  23   9.00   5.10   2.80                     
 1 23  23  10.00   6.00   3.20                     
 1 23  23  11.00   5.50   2.80                     
 1 23  23  12.00   5.10   4.20                     
 1 23  23  13.00          1.50                     
