Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12  6 340  22.00   2.90   1.20                     
12  6 340  23.00   2.70   1.50                     
12  6 340   0.00   2.10   2.00                     
12  6 340   1.00   1.90   1.30                     
12  6 340   2.00   2.10   1.60                     
12  6 340   5.00   4.40   2.00                     
12  6 340   6.00   5.10   2.30                     
12  6 340   7.00   5.40                            
12  6 340   8.00   5.70                            
12  6 340   9.00   5.30                            
12  6 340  10.00   5.20                            
12  6 340  11.00   5.20                            
12  6 340  12.00   3.90                            
12  6 340  13.00   3.40   1.50                     
12  6 340  21.00   3.20   1.50                     
