Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 17  17  22.00   3.30   2.00                     
 1 17  17  23.00   3.50   2.00                     
 1 17  17   0.00   3.20   1.70                     
 1 17  17   1.00   2.50   1.60                     
 1 17  17   2.00   2.40   1.60                     
 1 17  17   3.00   2.50   1.60                     
 1 17  17   4.00   3.00   2.70                     
 1 17  17   5.00   4.40                            
 1 17  17   7.00          3.10                     
 1 17  17   8.00          2.80                     
 1 17  17   9.00          2.00                     
 1 17  17  10.00   5.40   2.00                     
 1 17  17  12.00   4.90   2.20                     
 1 17  17  14.00          1.70                     
 1 17  17  15.00   3.10   1.60                     
 1 17  17  16.00   3.10   2.60                     
 1 17  17  17.00   2.60   1.70                     
 1 17  17  18.00   2.50   1.70                     
 1 17  17  19.00          2.00                     
 1 17  17  20.00          2.10                     
 1 17  17  21.00   2.80   1.60                     
