Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 3 31  90  22.00   2.10   1.50                     
 3 31  90  23.00   2.20   1.50                     
 3 31  90   0.00   2.10   1.50                     
 3 31  90   1.00   2.10   1.50                     
 3 31  90   4.00                 2.00   3.40       
 3 31  90   5.00                 2.50              
 3 31  90  11.00   5.50                 4.00       
 3 31  90  12.00   5.40                 4.00       
 3 31  90  13.00   5.40                            
 3 31  90  14.00   5.30          2.00              
 3 31  90  16.00          1.50                     
 3 31  90  17.00          1.50                     
 3 31  90  18.00   4.20   1.50                     
 3 31  90  21.00   2.70   1.50                     
