Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 31 365  22.00   2.60   1.50                     
12 31 365  23.00   2.70                            
12 31 365   0.00   2.30   1.20                     
12 31 365   1.00   2.00   1.50                     
12 31 365   2.00   1.90   1.50                     
12 31 365   5.00   3.50                            
12 31 365   6.00   5.30                            
12 31 365   7.00   5.40         210.00              
12 31 365   8.00   5.30         220.00              
12 31 365   9.00   5.40         230.00              
12 31 365  10.00   5.70         225.00              
12 31 365  11.00   5.60                            
12 31 365  12.00   5.20                            
12 31 365  13.00   3.80   1.50                     
12 31 365  14.00   3.40   1.50                     
12 31 365  15.00   2.90   1.50                     
12 31 365  21.00   2.80   1.50                     
