"Mo"	"da"	"yda"	"time"	"FoF2"	"foEs"	"foE"	"foF1"	"fbEs"
12	13	347	22	3.2	1.2
12	13	347	23	3.5	1.5
12	13	347	0	3.4	1.3
12	13	347	1	2.9	2.7
12	13	347	2	2
12	13	347	4	2.6	1.5
12	13	347	5	3.8	3.1	180
12	13	347	6	2
12	13	347	7	4.5	205
12	13	347	8	5.5
12	13	347	9	5.7
12	13	347	10	5.3	2.8
12	13	347	11	4.9	3.6
12	13	347	12	4.2	2
12	13	347	13	3.5	1.6
12	13	347	14	3.3	1.6
12	13	347	15	2
12	13	347	19	2.7
12	13	347	21	3	1.5
