Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12  9 343  22.00   3.00   2.40                     
12  9 343  23.00   3.10   1.30                     
12  9 343   0.00   3.10   1.30                     
12  9 343   1.00   2.60   1.60                     
12  9 343   5.00   4.40   2.00                     
12  9 343   6.00   5.00   2.10  205.00              
12  9 343   7.00   5.60         210.00              
12  9 343   8.00   5.50         215.00              
12  9 343   9.00   5.60   3.00  220.00              
12  9 343  10.00   6.10   3.20  205.00              
12  9 343  11.00   5.90   3.20                     
12  9 343  12.00   4.80                            
12  9 343  13.00   3.80                            
12  9 343  17.00          3.30                     
12  9 343  19.00   2.90   1.60                     
12  9 343  20.00   2.90   1.80                     
12  9 343  21.00   3.30   1.60                     
