Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 18  18  22.00   2.90   1.50                     
 1 18  18  23.00   3.00   1.70                     
 1 18  18   0.00   3.00   1.60                     
 1 18  18   1.00          1.70                     
 1 18  18   2.00          1.60                     
 1 18  18   3.00          1.70                     
 1 18  18   4.00   3.30   1.70                     
 1 18  18   5.00   4.50                            
 1 18  18   6.00   5.30          1.90              
 1 18  18   7.00                 2.10              
 1 18  18   8.00                 2.20              
 1 18  18   9.00                 2.25              
 1 18  18  10.00          2.80   2.35              
 1 18  18  11.00   6.10   2.70                     
 1 18  18  12.00   5.40   2.50                     
 1 18  18  14.00   3.20   1.50                     
 1 18  18  15.00   3.10   1.70                     
 1 18  18  16.00   3.30   1.60                     
 1 18  18  18.00          1.70                     
 1 18  18  19.00   3.30   1.70                     
 1 18  18  20.00   3.30   1.70                     
 1 18  18  21.00   3.40   1.70                     
