Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1  2   2  22.00   2.50   1.50                     
 1  2   2  23.00   2.50   1.50                     
 1  2   2   0.00   2.20   1.50                     
 1  2   2   4.00   2.50   1.50                     
 1  2   2   5.00   4.40                            
 1  2   2   6.00   6.00   2.00   1.95              
 1  2   2   7.00   5.40          2.10              
 1  2   2   8.00   6.20          2.15              
 1  2   2   9.00   5.60          2.25              
 1  2   2  10.00   5.50          2.25              
 1  2   2  11.00   5.60   2.00                     
 1  2   2  12.00   4.60   2.00                     
 1  2   2  13.00   3.80   2.40                     
 1  2   2  14.00   3.60   1.50                     
 1  2   2  15.00   2.90   1.50                     
 1  2   2  16.00   2.80   1.50                     
 1  2   2  18.00   2.90   1.50                     
 1  2   2  19.00   2.90   1.50                     
 1  2   2  20.00   3.30   1.50                     
 1  2   2  21.00   3.40   1.50                     
