Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 12  12  22.00   3.20   1.50                     
 1 12  12  23.00   3.20   1.50                     
 1 12  12   0.00   2.90   1.50                     
 1 12  12   1.00   2.30   1.40                     
 1 12  12   5.00   3.90                            
 1 12  12   6.00   5.30                            
 1 12  12   7.00   6.10          2.00              
 1 12  12   8.00   5.00          2.15              
 1 12  12   9.00   5.00   2.50   2.20              
 1 12  12  10.00   5.50          2.05              
 1 12  12  11.00   5.60          1.85              
 1 12  12  12.00   4.80   2.00                     
 1 12  12  13.00   3.80   1.50                     
 1 12  12  14.00   2.90   1.80                     
 1 12  12  15.00   2.50   1.50                     
 1 12  12  21.00   2.50   1.60                     
