Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 19  19  22.00   3.20   1.70                     
 1 19  19  23.00   3.20   2.00                     
 1 19  19   0.00   3.00   1.70                     
 1 19  19   1.00          1.90                     
 1 19  19   2.00          2.50                     
 1 19  19   6.00          2.40   2.00              
 1 19  19  10.00   5.40   2.70                     
 1 19  19  11.00                 2.20              
 1 19  19  12.00          1.80                     
 1 19  19  15.00   2.80   1.60                     
 1 19  19  16.00          3.50                     
 1 19  19  17.00          2.00                     
 1 19  19  18.00          2.80                     
 1 19  19  19.00          2.80                     
 1 19  19  20.00          2.30                     
 1 19  19  21.00   2.40   1.50                     
