Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 19  50  22.00   3.40   1.50                     
 2 19  50  23.00   3.40   1.50                     
 2 19  50   0.00   3.50   1.50                     
 2 19  50   1.00   3.20                            
 2 19  50   2.00   3.00                            
 2 19  50   3.00   2.90                            
 2 19  50   4.00   4.40                            
 2 19  50   6.00                                   
 2 19  50   7.00   5.80                            
 2 19  50  10.00   5.60                            
 2 19  50  12.00   5.40                            
 2 19  50  13.00   5.90          2.30              
 2 19  50  14.00   5.20                            
 2 19  50  16.00          1.50                     
 2 19  50  19.00          1.50                     
 2 19  50  20.00   2.80   1.60                     
 2 19  50  21.00   2.60   1.50                     
