Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 19 353  22.00   3.00   1.60                     
12 19 353  23.00   2.70   1.60                     
12 19 353   0.00   2.30   1.40                     
12 19 353   1.00   2.40   4.80                     
12 19 353   2.00   2.50   1.60                     
12 19 353   4.00   2.70   2.00                     
12 19 353   5.00   3.80                            
12 19 353   6.00   4.60   2.20                     
12 19 353   7.00   5.50         210.00              
12 19 353   8.00   5.90         220.00              
12 19 353   9.00   5.50   1.90  220.00              
12 19 353  10.00   6.00   2.00                     
12 19 353  11.00   4.80                            
12 19 353  12.00   4.20                            
12 19 353  13.00   3.30                            
12 19 353  14.00          5.30                     
12 19 353  18.00          2.30                     
12 19 353  21.00   2.40   2.30                     
