Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 10  10  22.00   3.00   1.60                     
 1 10  10  23.00   3.10   1.20                     
 1 10  10   0.00   2.60   1.10                     
 1 10  10   1.00   1.80   1.60                     
 1 10  10   2.00          3.10                     
 1 10  10   5.00   3.30                            
 1 10  10   6.00   5.00                            
 1 10  10   7.00   5.30                            
 1 10  10   8.00   5.60                            
 1 10  10   9.00   5.30                            
 1 10  10  10.00   5.70                            
 1 10  10  11.00   5.90                            
 1 10  10  12.00   5.70                            
 1 10  10  13.00   3.70                            
 1 10  10  14.00   3.50   1.50                     
 1 10  10  21.00   2.30   1.50                     
