Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 14 348  22.00   2.50   2.00                     
12 14 348  23.00   2.50                            
12 14 348   0.00   2.20                            
12 14 348   5.00   4.50   3.20                     
12 14 348   6.00   4.80   2.00                     
12 14 348   7.00   5.00   3.20                     
12 14 348   8.00   5.60   2.00                     
12 14 348   9.00   5.10   2.00  205.00              
12 14 348  10.00   5.40   3.60                     
12 14 348  11.00   4.80   2.40                     
12 14 348  12.00   4.60         175.00              
12 14 348  13.00   3.30                            
12 14 348  14.00   3.20   1.50                     
12 14 348  15.00   3.00   1.50                     
12 14 348  17.00   2.90   1.50                     
12 14 348  18.00   2.90                            
12 14 348  19.00   3.30   1.50                     
12 14 348  20.00   3.60   1.50                     
12 14 348  21.00   3.60   1.50                     
