Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12  3 337  22.00   3.00   1.50                     
12  3 337  23.00   2.80   1.50                     
12  3 337   0.00   2.10   1.20                     
12  3 337   1.00   2.00   1.50                     
12  3 337   2.00   1.90   1.70                     
12  3 337   5.00   4.30   2.00                     
12  3 337   7.00   5.30         205.00              
12  3 337   8.00   6.00                            
12  3 337   9.00   5.20                            
12  3 337  10.00   5.80                            
12  3 337  11.00   5.60         190.00              
12  3 337  12.00   4.30                            
12  3 337  13.00   4.00   1.50                     
12  3 337  14.00   3.20   1.50                     
12  3 337  21.00   2.60   1.50                     
