mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 1 18  18  0.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
 1 18  18  0.25  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
 1 18  18  0.50  2.24  0.00  0.00 255.0   0.0   0.0  1.01  36.1  63.2  2.77  0.00
 1 18  18  0.75  2.40  0.00  0.00 216.4   0.0   0.0  0.77  22.0  41.1  2.18  0.00
 1 18  18  1.00  3.20  0.00  0.00 243.8   0.0   0.0  2.24  39.8  70.7  2.46  0.00
 1 18  18  1.25  3.60  0.00  0.00 216.7   0.0   0.0  2.03  27.4  52.9  1.92  0.00
 1 18  18  1.50  4.00  0.00  0.00 223.1   0.0   0.0  3.04  34.2  62.8  2.23  0.00
 1 18  18  1.75  4.40  0.00  0.00 217.4   0.0   0.0  3.22  29.3  57.2  1.84  0.00
 1 18  18  2.00  4.89  2.76  0.00 209.7 169.3   0.0  3.06  22.6  41.8  1.92  0.50
 1 18  18  2.25  4.97  2.56  0.00 190.4 157.4   0.0  2.42  17.0  30.3  2.00  0.59
 1 18  18  2.50  4.24  0.00  0.00 198.1   0.0   0.0  2.86  27.1  61.0  1.45  0.00
 1 18  18  2.75  4.88  0.00  0.00 230.1   0.0   0.0  5.17  38.8  79.1  1.70  0.00
 1 18  18  3.00  5.29  3.24  0.00 206.7 175.5   0.0  3.35  20.6  33.9  2.30  0.50
 1 18  18  3.25  5.06  2.92  0.00 201.2 155.1   0.0  4.00  28.4  48.2  2.56  0.53
 1 18  18  3.50  4.72  0.00  0.00 210.2   0.0   0.0  4.55  36.5  73.9  1.81  0.00
 1 18  18  3.75  4.82  3.08  0.00 209.4 164.3   0.0  4.21  33.1  50.5  3.64  0.50
 1 18  18  4.00  5.36  0.00  2.34 214.6   0.0  97.7  5.69  35.1  79.7  1.30  0.00
 1 18  18  4.25  5.29  3.32  2.42 201.0 156.2 100.3  4.52  29.1  51.8  2.07  0.50
 1 18  18  4.50  5.14  3.30  0.00 201.2 160.4   0.0  4.13  28.1  47.5  2.44  0.50
 1 18  18  4.75  5.28  0.00  2.42 213.5   0.0  98.9  5.96  38.6  72.1  1.98  0.00
 1 18  18  5.00  5.52  0.00  2.42 214.7   0.0  97.4  6.19  36.3  79.9  1.41  0.00
 1 18  18  5.25  5.70  0.00  0.00 205.1   0.0   0.0  4.60  24.4  45.6  1.79  0.00
 1 18  18  5.50  5.45  3.32  0.00 209.9 158.7   0.0  5.28  32.5  61.0  2.03  0.50
 1 18  18  5.75  5.37  3.32  2.42 194.3 151.1  98.7  4.22  26.1  49.2  1.77  0.55
 1 18  18  6.00  5.40  3.24  0.00 221.9 156.2   0.0  6.10  38.5  79.7  1.67  0.11
 1 18  18  6.25  5.51  0.00  0.00 234.9   0.0   0.0  8.42  51.9  84.4  3.48  0.00
 1 18  18  6.50  5.84  0.00  0.00 215.5   0.0   0.0  5.29  26.8  59.5  1.23  0.00
 1 18  18  6.75  5.69  3.32  0.00 209.6 175.6   0.0  4.16  22.6  35.4  2.97  0.50
 1 18  18  7.00  5.77  3.11  0.00 217.9 183.9   0.0  4.20  22.1  34.4  3.36  0.50
 1 18  18  7.25  5.86  3.08  0.00 212.1 162.6   0.0  5.06  26.6  49.1  1.96  0.50
 1 18  18  7.50  5.84  0.00  0.00 214.5   0.0   0.0  5.00  25.6  50.0  1.70  0.00
 1 18  18  7.75  5.76  0.00  0.00 230.6   0.0   0.0  7.69  43.4  69.7  3.62  0.00
 1 18  18  8.00  5.76  0.00  0.00 205.6   0.0   0.0  4.22  22.1  43.2  1.72  0.00
 1 18  18  8.25  5.36  0.00  0.00 202.0   0.0   0.0  3.92  24.1  46.8  1.86  0.00
