mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 3 21  81  0.00  4.25  0.00  1.86 215.4   0.0 115.8  3.35  33.0  56.6  2.64  0.00
 3 21  81  0.25  4.32  0.00  2.02 210.4   0.0 114.8  3.46  32.5  66.4  1.68  0.00
 3 21  81  0.50  4.40  0.00  2.10 206.1   0.0 112.3  3.49  31.3  67.5  1.49  0.00
 3 21  81  0.75  4.56  0.00  2.26 227.5   0.0 112.3  5.67  50.4  83.7  3.15  0.00
 3 21  81  1.00  4.73  3.40  2.34 220.1 166.7 110.7  5.13  42.6  73.6  2.46  0.50
 3 21  81  1.25  4.97  3.56  2.42 228.3 175.1 110.0  5.70  42.6  72.9  2.39  0.50
 3 21  81  1.50  5.13  3.72  2.50 221.2 171.8 105.1  5.81  40.5  70.0  2.16  0.50
 3 21  81  1.75  5.45  3.72  2.58 224.0 170.7 105.2  6.42  39.5  67.4  2.20  0.50
 3 21  81  2.00  5.45  3.80  2.66 223.8 168.8 107.8  6.87  42.8  70.5  2.57  0.50
 3 21  81  2.50  5.69  3.88  2.74 222.5 165.8 104.5  7.54  43.2  67.4  2.83  0.60
 3 21  81  2.75  5.62  3.88  2.74 225.3 164.9 101.8  7.93  47.0  73.7  2.82  0.58
 3 21  81  3.00  5.54  3.88  2.74 225.5 162.0 102.6  7.88  48.1  83.8  2.25  0.50
 3 21  81  3.25  5.61  4.04  2.82 217.7 164.5 100.8  7.34  43.1  70.9  2.17  0.65
 3 21  81  3.50  5.70  3.96  2.82 226.0 161.1 100.5  8.44  48.5  81.7  2.29  0.60
 3 21  81  3.75  5.86  3.96  2.90 221.8 158.9 101.4  8.16  43.9  75.1  2.12  1.00
 3 21  81  4.00  5.78  4.04  2.90 219.3 160.2 101.2  8.16  45.5  75.3  2.37  0.60
 3 21  81  4.25  5.70  4.12  2.90 236.9 162.4 100.9  9.91  57.6 106.1  1.95  0.50
 3 21  81  4.50  6.09  4.02  2.90 224.2 159.6 102.1  8.29  40.7  80.6  1.46  0.70
 3 21  81  4.75  6.09  4.04  2.90 218.1 162.0 102.5  7.87  38.7  65.6  2.03  1.00
 3 21  81  5.00  5.93  4.04  2.90 217.5 163.4 105.3  7.49  38.9  66.1  2.02  1.00
 3 21  81  5.25  5.72  4.04  2.90 229.7 160.2 106.1  9.37  54.2  88.9  2.63  0.59
 3 21  81  5.50  5.70  4.04  2.90 220.7 159.8 103.4  8.18  47.0  80.1  2.16  0.66
