LT f02
 0  35
 1  32
 2  34
 3  34
 4  32
 5  34
 6  38
 7  46
 8  47
 9  52
10  61
11  63
12  68
13  69
14  65
15  65
16  58
17  59
18  62
19  58
20  49
21  48
22  45
23  40
