mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 2  2  33  0.00  3.52  0.00  0.00 281.1   0.0   0.0  2.59  40.1  66.0  3.57  0.00
 2  2  33  0.25  3.60  0.00  0.00 274.9   0.0   0.0  3.46  51.3  90.0  2.91  0.00
 2  2  33  0.50  3.68  0.00  0.00 245.6   0.0   0.0  3.20  44.9  78.1  3.04  0.00
 2  2  33  0.75  3.84  0.00  0.00 249.8   0.0   0.0  4.45  59.0  80.1  6.00  0.00
 2  2  33  1.00  3.84  0.00  0.00 247.4   0.0   0.0  4.68  61.4  89.4  6.00  0.00
 2  2  33  1.25  4.56  0.00  0.00 224.8   0.0   0.0  4.18  37.0  66.3  2.44  0.00
 2  2  33  1.50  4.96  0.00  0.00 215.8   0.0   0.0  4.13  30.4  51.3  3.03  0.00
 2  2  33  1.75  4.96  0.00  0.00 237.0   0.0   0.0  7.55  59.6  86.9  6.00  0.00
 2  2  33  2.00  5.60  0.00  0.00 239.7   0.0   0.0  8.15  49.2  73.7  4.84  0.00
 2  2  33  2.25  5.28  0.00  0.00 205.7   0.0   0.0  4.64  30.0  53.9  2.18  0.00
 2  2  33  2.50  4.96  0.00  0.00 207.0   0.0   0.0  4.51  32.8  63.1  1.88  0.00
 2  2  33  2.75  5.44  3.32  0.00 219.1 165.6   0.0  5.56  34.5  61.1  2.35  0.50
 2  2  33  3.25  6.00  0.00  0.00 223.1   0.0   0.0  7.30  36.6  76.7  1.60  0.00
 2  2  33  3.50  6.96  0.00  0.00 224.7   0.0   0.0  7.53  27.5  51.9  1.69  0.00
 2  2  33  3.75  6.48  0.00  0.00 228.3   0.0   0.0  8.42  36.1  79.8  1.43  0.00
 2  2  33  4.00  6.72  3.48  0.00 224.2 167.1   0.0  7.70  31.1  54.0  2.19  1.00
 2  2  33  4.25  7.04  3.56  0.00 225.0 169.0   0.0  7.79  28.3  52.4  1.85  0.66
 2  2  33  4.50  6.08  3.22  0.00 199.0 155.2   0.0  4.78  22.9  41.5  1.90  0.70
 2  2  33  4.75  5.38  3.64  0.00 219.1 166.2   0.0  6.60  42.8  62.2  4.19  0.50
 2  2  33  5.00  5.84  0.00  0.00 238.4   0.0   0.0 10.68  59.9  95.0  4.02  0.00
 2  2  33  5.25  5.68  3.72  0.00 210.9 166.2   0.0  5.68  32.0  52.5  2.55  0.50
 2  2  33  5.50  5.92  0.00  0.00 265.2   0.0   0.0 12.65  68.5 139.3  2.01  0.00
 2  2  33  5.75  6.16  0.00  0.00 225.2   0.0   0.0  7.25  33.9  70.8  1.43  0.00
 2  2  33  6.00  6.24  0.00  0.00 221.1   0.0   0.0  7.37  34.1  63.5  1.91  0.00
 2  2  33  6.25  6.40  0.00  0.00 216.5   0.0   0.0  6.82  29.3  64.0  1.28  0.00
 2  2  33  6.50  6.40  3.48  0.00 214.4 170.4   0.0  5.72  24.8  42.6  2.11  0.60
 2  2  33  6.75  5.94  3.40  0.00 240.1 164.0   0.0  9.46  51.1  79.5  4.15  0.50
 2  2  33  7.00  6.08  3.40  0.00 231.4 166.9   0.0  7.04  34.4  67.6  1.68  0.50
 2  2  33  7.25  6.00  3.40  0.00 220.0 168.3   0.0  6.26  31.8  54.6  2.45  0.50
 2  2  33  7.50  5.76  0.00  2.34 224.0   0.0 102.6  6.73  36.6  65.9  2.16  0.00
