mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 3  6  66  0.25  3.56  0.00  0.00 224.6   0.0   0.0  2.84  39.8  73.1  2.24  0.00
 3  6  66  0.50  3.64  2.68  0.00 216.0 171.2   0.0  2.71  37.3  63.6  2.56  0.50
 3  6  66  0.75  3.62  0.00  2.02 216.3   0.0 100.6  3.49  48.0  95.2  1.96  0.00
 3  6  66  1.00  3.72  0.00  0.00 209.6   0.0   0.0  3.23  41.3  78.3  2.21  0.00
 3  6  66  1.25  3.80  3.24  0.00 226.1 179.3   0.0  3.98  51.4 100.3  1.99  0.50
 3  6  66  1.50  3.88  3.32  2.26 214.7 173.4 104.1  3.90  48.3  91.4  1.85  0.50
 3  6  66  1.75  4.04  3.24  2.34 212.6 165.1 102.2  4.07  46.2  85.6  1.71  0.50
 3  6  66  2.00  3.84  3.40  2.42 198.3 178.6 100.7  2.83  34.0  49.5  1.93  0.50
 3  6  66  2.25  3.76  0.00  0.00 191.2   0.0   0.0  3.37  42.9  79.6  2.68  0.00
 3  6  66  2.50  3.80  0.00  2.58 173.1   0.0  96.3  2.97  36.8  76.0  1.95  0.00
 3  6  66  2.75  4.00  3.56  0.00 206.1 171.8   0.0  4.21  49.2 100.9  1.63  0.50
 3  6  66  3.00  4.34  3.72  2.66 232.7 176.8 100.7  6.61  67.1 141.6  1.49  0.50
 3  6  66  3.25  4.08  3.58  0.00 225.6 185.4   0.0  5.52  62.7 119.3  1.48  1.08
 3  6  66  3.50  4.28  3.72  2.74 225.0 168.8 101.3  6.40  67.3 142.0  1.63  0.50
 3  6  66  3.75  4.44  3.72  0.00 228.4 174.3   0.0  6.22  59.5 105.9  1.75  0.67
 3  6  66  4.00  4.68  3.80  0.00 246.1 198.9   0.0  6.37  53.1  77.2  2.29  0.50
 3  6  66  4.25  4.68  3.96  2.82 227.8 174.7  99.8  7.23  63.1 105.1  2.19  0.50
 3  6  66  4.50  4.84  3.88  0.00 225.4 174.9   0.0  6.55  52.2  83.8  2.16  0.60
 3  6  66  5.00  4.74  3.76  0.00 205.7 159.2   0.0  5.24  43.1  78.4  1.85  0.50
 3  6  66  5.25  4.60  3.96  0.00 212.1 169.6   0.0  5.88  52.6  85.9  2.32  0.50
 3  6  66  5.50  4.68  3.96  0.00 217.3 169.9   0.0  6.21  53.4  97.7  1.88  0.50
 3  6  66  5.75  4.88  3.88  0.00 227.6 167.1   0.0  6.97  55.0 118.7  1.55  0.50
 3  6  66  6.00  4.90  3.80  0.00 214.9 164.6   0.0  5.99  46.3  79.0  2.06  0.60
