mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 3  4  64  0.00  3.85  0.00  0.00 216.2   0.0   0.0  2.14  24.6  49.9  1.70  0.00
 3  4  64  0.25  4.00  0.00  0.00 206.1   0.0   0.0  2.38  25.6  50.3  1.77  0.00
 3  4  64  0.50  4.16  0.00  0.00 202.1   0.0   0.0  2.70  27.0  53.2  1.76  0.00
 3  4  64  0.75  4.32  0.00  0.00 209.8   0.0   0.0  3.40  31.9  67.9  1.58  0.00
 3  4  64  1.00  4.72  0.00  0.00 215.7   0.0   0.0  4.11  32.2  70.7  1.44  0.00
 3  4  64  1.25  4.65  3.26  0.00 200.1 163.3   0.0  3.38  28.0  50.1  2.02  0.50
 3  4  64  1.50  4.68  3.32  0.00 232.1 173.1   0.0  5.54  47.5  76.6  3.12  0.50
 3  4  64  1.75  4.92  3.64  2.34 232.9 187.0 105.3  5.00  37.1  73.1  1.69  0.50
 3  4  64  2.00  4.90  3.64  0.00 209.5 167.3   0.0  4.60  34.7  65.7  1.77  0.50
 3  4  64  2.25  5.08  3.72  2.42 226.7 169.1 102.2  6.45  46.4  86.8  1.81  0.50
 3  4  64  2.50  5.16  3.88  0.00 221.5 176.8   0.0  5.78  39.7  69.5  2.05  0.50
 3  4  64  2.75  5.64  3.88  0.00 247.7 181.7   0.0  8.54  49.8  84.3  2.40  0.50
 3  4  64  3.00  5.78  3.80  2.66 216.7 165.6 104.3  6.20  33.2  61.5  1.65  0.68
 3  4  64  3.25  5.70  3.72  2.66 213.6 165.3 104.3  5.77  31.6  60.1  1.57  0.57
 3  4  64  3.50  5.38  3.88  0.00 214.3 168.9   0.0  5.81  36.3  65.5  1.82  0.50
 3  4  64  3.75  5.40  3.96  2.74 221.2 166.9 100.0  7.19  45.8  76.6  2.24  0.50
 3  4  64  4.00  5.38  3.96  0.00 213.1 169.9   0.0  5.86  36.7  62.2  1.99  0.51
 3  4  64  4.25  5.32  4.04  0.00 208.2 165.4   0.0  5.88  38.2  66.7  2.07  0.50
 3  4  64  4.50  5.22  3.88  0.00 204.7 166.1   0.0  5.01  32.8  58.2  1.66  0.54
 3  4  64  4.75  5.06  3.86  0.00 204.2 160.8   0.0  5.25  37.4  67.3  1.80  0.50
 3  4  64  5.00  5.05  3.88  2.82 209.8 158.7 102.7  6.03  43.9  88.7  1.59  0.50
 3  4  64  5.25  5.24  4.04  2.82 221.6 166.8 106.4  7.33  50.2  86.7  2.25  0.50
 3  4  64  5.50  5.32  3.96  0.00 213.7 166.2   0.0  6.13  39.5  71.9  1.74  0.52
 3  4  64  5.75  5.40  3.99  0.00 214.4 168.3   0.0  6.31  39.5  66.1  2.09  0.56
 3  4  64  6.00  5.30  3.96  0.00 208.7 167.1   0.0  5.56  35.8  62.1  1.87  0.50
 3  4  64  6.25  5.32  3.88  0.00 214.6 166.1   0.0  6.14  39.7  67.2  2.10  0.54
 3  4  64  6.50  5.22  3.88  2.82 206.6 160.1 102.3  5.76  38.8  70.2  1.79  0.50
 3  4  64  6.75  5.22  3.88  2.74 209.5 162.7 101.3  5.92  40.0  68.7  2.03  0.50
 3  4  64  7.25  5.38  3.64  2.66 211.2 159.8 101.8  5.75  36.0  63.8  1.93  0.59
 3  4  64  7.50  5.40  3.72  2.66 213.5 163.0 103.9  6.10  38.3  63.1  2.35  0.60
 3  4  64  7.75  5.22  3.64  2.58 201.3 158.2 102.9  4.82  31.9  58.8  1.70  0.53
 3  4  64  8.00  5.38  3.56  0.00 209.6 165.8   0.0  4.92  30.3  53.9  1.95  0.50
 3  4  64  8.25  5.06  3.56  2.50 206.8 161.5 104.1  4.88  34.7  62.0  2.06  0.50
 3  4  64  8.50  4.92  3.48  2.42 209.5 162.8 107.7  4.91  37.5  60.9  2.89  0.50
 3  4  64  8.75  5.06  3.56  2.34 215.6 175.4 106.0  4.64  32.6  54.4  2.35  0.50
 3  4  64  9.00  5.08  0.00  0.00 221.9   0.0   0.0  5.23  36.4  64.0  2.32  0.00
 3  4  64  9.25  4.88  0.00  0.00 207.2   0.0   0.0  4.13  30.4  64.4  1.53  0.00
 3  4  64  9.50  4.80  0.00  0.00 216.8   0.0   0.0  4.27  32.8  64.3  1.79  0.00
