mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 3 25  85  0.00  4.84  0.00  2.02 232.8   0.0 104.4  5.91  46.8  74.4  3.79  0.00
 3 25  85  0.25  4.98  3.16  2.18 212.7 165.4 104.7  4.55  33.7  53.3  3.12  0.50
 3 25  85  0.50  4.96  0.00  2.18 212.7   0.0 104.1  5.35  39.9  68.7  2.65  0.00
 3 25  85  0.75  4.81  3.40  2.34 211.0 158.4 103.0  5.06  40.9  70.1  2.61  0.50
 3 25  85  1.00  4.97  3.56  2.42 216.2 163.7 103.9  5.51  41.4  73.9  2.22  0.50
 3 25  85  1.25  5.13  3.54  2.50 209.0 157.7 101.4  5.38  37.6  65.8  2.17  0.50
 3 25  85  1.50  5.13  3.72  2.58 214.6 158.3 103.9  6.32  45.0  81.2  2.16  0.50
 3 25  85  1.75  5.22  3.93  2.58 216.5 169.4 101.7  5.97  40.2  73.6  1.88  0.50
 3 25  85  2.00  5.46  3.84  2.66 223.6 162.1 100.7  7.16  44.5  82.4  1.88  0.50
 3 25  85  2.25  5.72  3.98  2.74 231.4 161.2 101.3  9.59  55.9  86.2  3.23  0.60
 3 25  85  2.50  5.62  4.02  2.74 227.5 161.9 101.9  8.68  51.9  86.8  2.50  0.50
 3 25  85  2.75  5.77  4.12  2.82 227.7 168.0 104.4  8.39  46.8  83.4  1.97  0.51
 3 25  85  3.00  6.01  4.04  2.82 231.3 169.7 102.0  8.54  43.4  75.3  2.09  0.55
 3 25  85  3.25  6.09  4.12  0.00 222.3 170.9   0.0  7.43  36.1  66.2  1.74  0.56
 3 25  85  3.50  6.26  4.12  0.00 233.3 168.9   0.0  9.32  43.8  75.5  2.16  0.69
 3 25  85  3.75  6.44  4.20  2.90 235.1 167.9  99.5 10.27  45.8  78.2  2.18  0.70
 3 25  85  4.00  6.42  4.20  2.90 228.8 164.7 101.0  9.66  43.2  74.3  2.11  0.70
 3 25  85  4.25  6.50  4.20  2.90 226.3 163.4  99.7  9.56  41.5  73.0  1.98  1.00
 3 25  85  4.50  6.50  4.20  2.90 226.6 163.9 100.7  9.69  42.3  70.1  2.31  1.00
 3 25  85  4.75  6.42  4.20  2.98 222.2 161.4 102.3  8.91  39.4  74.0  1.69  0.69
 3 25  85  5.00  6.42  4.20  2.98 226.4 160.4 101.7 10.05  45.3  76.1  2.27  1.00
 3 25  85  5.25  6.25  4.28  2.98 220.6 166.6 100.9  8.63  40.4  66.9  2.14  0.70
 3 25  85  5.50  6.17  4.20  2.98 218.7 161.4 101.1  8.53  41.1  70.7  2.02  1.00
 3 25  85  5.75  6.02  4.20  2.98 224.0 163.6 100.1  9.01  46.2  77.6  2.23  0.60
 3 25  85  6.00  6.01  4.20  2.90 221.0 172.7 100.0  7.20  35.7  63.3  1.68  0.50
 3 25  85  6.25  6.17  4.12  2.90 221.1 166.8  99.8  8.09  38.7  63.4  2.21  0.80
 3 25  85  6.50  6.04  4.20  2.90 227.2 163.0 103.4  9.96  51.8  77.9  3.37  0.60
 3 25  85  6.75  5.86  4.04  2.90 213.8 156.5 101.0  7.57  40.6  71.3  1.99  0.59
 3 25  85  7.00  5.70  4.04  2.82 214.2 157.0 101.4  7.63  43.8  75.3  2.18  0.52
 3 25  85  7.25  5.54  3.96  2.82 215.8 156.9 100.9  7.56  46.2  78.7  2.28  0.50
 3 25  85  7.50  5.62  3.92  2.74 216.7 158.0 103.1  7.46  44.1  73.3  2.41  0.57
 3 25  85  7.75  5.46  3.86  2.74 219.8 154.8 101.4  7.85  49.8  88.9  2.27  0.50
 3 25  85  8.00  5.48  3.88  2.74 229.5 157.0 101.5  8.96  57.0  96.0  2.73  0.50
 3 25  85  8.25  5.54  3.96  2.66 221.5 165.0 101.2  7.47  45.5  76.4  2.37  0.50
 3 25  85  8.50  5.46  3.72  2.58 215.2 159.6 101.6  6.46  40.0  71.7  2.02  0.50
 3 25  85  8.75  5.46  3.56  2.50 230.2 164.6 100.3  7.36  46.1  80.8  2.36  0.50
 3 25  85  9.00  5.38  3.40  2.50 224.1 156.4 101.7  6.90  44.5  79.0  2.28  0.50
 3 25  85  9.25  5.37  3.38  2.42 216.9 161.4 104.0  5.56  35.1  65.6  1.90  0.50
 3 25  85  9.50  5.36  3.30  2.34 217.7 167.7 108.0  5.09  31.9  57.7  2.06  0.50
 3 25  85  9.75  5.21  3.27  2.26 215.1 163.0 104.5  5.14  34.7  61.5  2.22  0.50
 3 25  85 10.00  5.14  3.08  2.10 226.2 172.2 104.6  5.06  35.2  60.6  2.51  0.50
 3 25  85 10.50  5.05  0.00  2.02 228.4   0.0 113.2  5.12  36.3  64.1  2.45  0.00
 3 25  85 10.75  4.89  0.00  1.86 229.4   0.0 122.0  4.41  33.1  59.2  2.45  0.00
 3 25  85 11.00  4.90  0.00  1.54 241.9   0.0 110.3  4.93  38.3  60.1  3.99  0.00
 3 25  85 11.25  4.66  0.00  1.38 239.3   0.0 106.1  4.30  36.9  61.2  3.32  0.00
 3 25  85 11.50  4.57  0.00  0.00 242.6   0.0   0.0  3.65  32.7  54.7  3.26  0.00
 3 25  85 11.75  4.56  0.00  0.00 248.3   0.0   0.0  3.36  30.6  53.0  2.92  0.00
 3 25  85 12.00  4.32  0.00  0.00 266.0   0.0   0.0  4.26  44.1  79.0  2.65  0.00
 3 25  85 12.25  4.08  0.00  0.00 282.8   0.0   0.0  4.12  47.9  86.5  2.56  0.00
 3 25  85 12.50  3.92  0.00  0.00 272.8   0.0   0.0  2.98  37.4  67.1  2.61  0.00
 3 25  85 12.75  3.92  0.00  0.00 279.3   0.0   0.0  2.55  32.0  57.3  2.61  0.00
 3 25  85 13.00  4.00  0.00  0.00 306.5   0.0   0.0  4.06  49.2  90.1  2.41  0.00
 3 25  85 13.25  4.00  0.00  0.00 296.4   0.0   0.0  3.46  41.9  76.9  2.39  0.00
 3 25  85 13.50  3.92  0.00  0.00 286.4   0.0   0.0  2.83  35.9  62.6  2.91  0.00
 3 25  85 13.75  3.92  0.00  0.00 287.7   0.0   0.0  2.73  34.7  58.9  3.24  0.00
 3 25  85 14.00  3.92  0.00  0.00 287.1   0.0   0.0  2.65  33.5  59.2  2.79  0.00
 3 25  85 14.25  3.84  0.00  0.00 269.2   0.0   0.0  1.87  24.3  44.4  2.44  0.00
 3 25  85 14.50  3.76  0.00  0.00 293.0   0.0   0.0  3.26  44.6  81.9  2.40  0.00
 3 25  85 14.75  3.68  0.00  0.00 300.8   0.0   0.0  3.26  46.6  85.3  2.42  0.00
 3 25  85 15.00  3.68  0.00  0.00 291.8   0.0   0.0  2.99  42.7  78.3  2.41  0.00
 3 25  85 15.25  3.52  0.00  0.00 289.0   0.0   0.0  2.86  44.8  81.9  2.43  0.00
 3 25  85 15.50  3.36  0.00  0.00 289.7   0.0   0.0  2.59  44.4  81.3  2.42  0.00
 3 25  85 15.75  3.36  0.00  0.00 305.7   0.0   0.0  2.76  47.4  86.5  2.45  0.00
 3 25  85 16.00  3.28  0.00  0.00 299.4   0.0   0.0  2.47  44.5  81.3  2.44  0.00
 3 25  85 16.25  3.28  0.00  0.00 300.7   0.0   0.0  2.38  42.9  78.3  2.44  0.00
 3 25  85 16.50  3.28  0.00  0.00 307.2   0.0   0.0  2.79  50.2  91.4  2.48  0.00
 3 25  85 16.75  3.12  0.00  0.00 292.1   0.0   0.0  2.31  46.0  83.6  2.51  0.00
 3 25  85 17.00  3.12  0.00  0.00 309.8   0.0   0.0  2.39  47.6  86.9  2.44  0.00
 3 25  85 17.25  3.20  0.00  0.00 316.7   0.0   0.0  2.58  48.8  89.0  2.45  0.00
 3 25  85 17.50  3.20  0.00  0.00 312.8   0.0   0.0  2.78  52.6  95.7  2.49  0.00
 3 25  85 17.75  3.20  0.00  0.00 285.0   0.0   0.0  1.70  32.2  54.2  3.29  0.00
 3 25  85 18.00  3.04  0.00  0.00 298.2   0.0   0.0  2.25  47.2  85.9  2.48  0.00
 3 25  85 18.25  3.12  0.00  0.00 303.6   0.0   0.0  2.44  48.4  88.5  2.44  0.00
 3 25  85 18.50  3.12  0.00  0.00 302.6   0.0   0.0  2.40  47.7  86.8  2.48  0.00
 3 25  85 18.75  3.12  0.00  0.00 291.0   0.0   0.0  1.83  36.5  62.2  3.21  0.00
 3 25  85 19.00  3.12  0.00  0.00 303.9   0.0   0.0  2.43  48.4  88.1  2.49  0.00
 3 25  85 19.50  3.04  0.00  0.00 308.1   0.0   0.0  2.42  50.7  92.1  2.50  0.00
 3 25  85 19.75  2.96  0.00  0.00 313.5   0.0   0.0  2.35  52.0  94.7  2.49  0.00
 3 25  85 20.00  3.04  0.00  0.00 320.9   0.0   0.0  2.48  51.9  94.5  2.48  0.00
 3 25  85 20.25  3.12  0.00  0.00 290.8   0.0   0.0  1.72  33.9  61.8  2.47  0.00
 3 25  85 20.50  3.04  0.00  0.00 303.0   0.0   0.0  2.22  46.4  84.7  2.46  0.00
 3 25  85 20.75  3.04  0.00  0.00 305.5   0.0   0.0  2.26  47.4  86.5  2.46  0.00
 3 25  85 21.00  3.04  0.00  0.00 277.0   0.0   0.0  1.53  32.2  52.6  3.83  0.00
 3 25  85 21.25  3.04  0.00  0.00 288.8   0.0   0.0  2.16  45.3  82.6  2.47  0.00
 3 25  85 21.50  3.12  0.00  0.00 299.7   0.0   0.0  2.41  47.9  87.0  2.51  0.00
 3 25  85 21.75  3.12  0.00  0.00 286.6   0.0   0.0  2.58  51.3  91.9  2.66  0.00
 3 25  85 22.00  3.06  0.00  0.00 270.2   0.0   0.0  2.21  45.7  72.9  4.18  0.00
 3 25  85 22.25  3.13  0.00  0.00 256.4   0.0   0.0  1.83  35.3  60.0  3.16  0.00
 3 25  85 22.50  3.21  0.00  0.00 244.3   0.0   0.0  1.76  31.8  49.8  4.21  0.00
