mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 3 30  90  0.00  3.62  0.00  2.02 219.7   0.0 105.7  3.85  54.4  85.5  3.86  0.00
 3 30  90  0.25  3.70  0.00  2.18 221.7   0.0 107.2  4.24  57.3 112.7  2.30  0.00
 3 30  90  0.50  3.88  3.24  2.26 234.5 166.8 104.9  5.30  67.9 129.6  2.35  0.00
 3 30  90  0.75  3.88  3.24  2.34 229.5 161.4 105.7  5.23  67.1 121.2  2.81  0.00
 3 30  90  1.00  3.92  3.44  2.42 212.1 164.9 103.2  4.29  52.8 125.9  1.58  0.01
 3 30  90  1.25  4.20  3.53  2.50 234.8 162.2 106.3  6.62  73.0 140.4  2.30  0.15
 3 30  90  1.50  4.12  3.56  2.58 237.5 165.3 107.8  6.64  76.1 154.7  2.20  0.00
 3 30  90  1.75  4.36  3.80  2.66 245.7 180.7 106.9  7.67  78.2 148.9  2.00  0.50
 3 30  90  2.00  4.52  3.88  2.66 244.8 187.5 103.8  7.33  68.5 116.1  2.23  0.50
 3 30  90  2.25  4.60  4.06  2.74 232.3 178.4 104.0  7.75  71.1 114.3  2.63  0.50
 3 30  90  2.50  4.68  3.96  2.82 254.4 193.6 106.6  8.20  71.3 106.3  3.15  0.50
 3 30  90  2.75  4.76  4.12  2.90 233.4 176.1 105.7  8.11  69.0 111.6  2.71  0.50
 3 30  90  3.00  4.76  4.12  2.90 255.4 183.5 104.5  9.80  84.0 154.6  2.14  0.50
 3 30  90  3.25  5.16  4.12  2.90 252.3 187.5 105.4  9.27  65.8 105.4  2.32  0.60
 3 30  90  3.50  5.32  4.12  2.90 250.4 178.3 105.4  9.94  66.7 111.2  2.28  0.56
 3 30  90  3.75  5.56  4.20  2.90 249.1 177.5 105.4 10.54  64.8 102.5  2.61  0.68
 3 30  90  4.00  5.62  4.20  2.90 240.4 175.0 102.2  9.57  56.8  94.4  2.09  0.70
 3 30  90  4.25  5.86  4.12  2.98 237.3 171.2 103.9  9.35  50.3  80.9  2.19  1.00
 3 30  90  4.50  5.78  4.20  2.98 235.5 168.3  99.5  9.93  56.0  90.7  2.35  0.70
 3 30  90  4.75  5.93  4.20  2.98 234.1 165.5  99.3  9.53  50.1  91.3  1.66  1.00
 3 30  90  5.00  5.94  4.28  2.98 227.0 172.1 103.3  8.65  45.1  74.0  2.07  0.70
 3 30  90  5.25  5.78  4.20  2.98 234.4 167.4 104.4  9.70  54.5  92.4  2.21  0.60
 3 30  90  5.50  5.64  4.28  2.98 243.3 171.9 104.3 10.73  64.4 102.8  2.76  0.50
 3 30  90  5.75  5.56  4.28  0.00 238.2 172.9   0.0  9.75  59.8  97.3  2.59  0.50
 3 30  90  6.00  5.62  4.20  2.98 236.3 165.7 100.5  9.76  58.3 103.7  1.95  0.54
 3 30  90  6.25  5.70  4.20  2.98 231.7 168.5 103.9  9.07  52.1  88.7  2.11  0.56
 3 30  90  6.50  5.77  4.28  0.00 235.7 175.5   0.0  9.00  50.1  86.9  1.93  0.60
 3 30  90  6.75  5.77  4.20  0.00 231.6 173.6   0.0  8.62  48.0  79.9  2.21  0.58
 3 30  90  7.00  5.70  4.12  2.90 234.6 164.7 101.9  9.61  55.8  96.5  2.22  0.50
 3 30  90  7.25  5.85  4.12  0.00 230.4 169.6   0.0  8.48  45.7  77.1  2.14  0.70
 3 30  90  7.50  5.78  3.96  2.82 239.5 162.9 100.4  9.86  55.5  96.5  2.22  0.58
 3 30  90  7.75  5.56  4.02  2.82 233.0 165.9 101.3  9.10  55.8  88.2  2.94  0.50
 3 30  90  8.00  5.38  4.04  2.74 234.0 168.0 101.2  8.69  56.9  97.0  2.37  0.50
 3 30  90  8.25  5.62  3.88  0.00 244.9 170.8   0.0  9.21  54.7  97.6  2.20  0.50
 3 30  90  8.50  5.69  3.80  0.00 231.5 168.4   0.0  7.75  44.2  76.1  2.24  0.60
 3 30  90  8.75  5.68  3.80  2.58 220.1 165.8 100.6  6.82  38.6  64.1  2.27  0.67
 3 30  90  9.00  5.45  3.64  2.50 222.3 161.6  99.7  6.90  43.2  75.7  2.22  0.50
 3 30  90  9.25  5.21  3.40  2.42 222.6 159.1 101.1  6.37  43.7  75.6  2.36  0.50
 3 30  90  9.50  5.06  3.40  2.34 229.9 163.3 103.7  6.60  48.5  82.4  2.59  0.50
 3 30  90  9.75  5.14  3.34  2.26 224.7 164.8 103.3  5.90  41.3  71.6  2.33  0.50
 3 30  90 10.00  5.08  2.82  2.18 226.4 157.5 102.9  5.31  37.7  73.0  1.83  0.50
 3 30  90 10.25  5.13  2.81  0.00 236.6 166.0   0.0  5.61  39.3  75.0  1.95  0.50
 3 30  90 10.50  5.05  0.00  0.00 240.5   0.0   0.0  5.75  41.0  74.1  2.30  0.00
 3 30  90 10.75  5.05  0.00  0.00 245.9   0.0   0.0  5.76  41.5  70.5  2.82  0.00
 3 30  90 11.00  4.89  0.00  0.00 240.9   0.0   0.0  4.54  34.3  62.1  2.24  0.00
 3 30  90 11.25  4.90  0.00  0.00 261.0   0.0   0.0  5.53  43.2  68.0  4.03  0.00
 3 30  90 11.50  4.89  0.00  0.00 264.3   0.0   0.0  4.84  38.0  63.3  3.33  0.00
 3 30  90 11.75  5.05  0.00  0.00 263.3   0.0   0.0  4.70  34.8  57.9  3.25  0.00
 3 30  90 12.00  4.88  0.00  0.00 271.3   0.0   0.0  5.91  49.3  70.4  6.00  0.00
 3 30  90 12.25  4.72  0.00  0.00 287.5   0.0   0.0  5.33  46.2  83.9  2.51  0.00
 3 30  90 12.50  4.56  0.00  0.00 273.4   0.0   0.0  3.33  30.7  55.9  2.47  0.00
 3 30  90 12.75  4.56  0.00  0.00 276.1   0.0   0.0  3.78  35.3  61.3  2.97  0.00
 3 30  90 13.00  4.40  0.00  0.00 300.1   0.0   0.0  4.56  45.6  83.7  2.39  0.00
 3 30  90 13.25  4.24  0.00  0.00 288.3   0.0   0.0  3.19  34.6  59.4  3.12  0.00
 3 30  90 13.50  4.00  0.00  0.00 300.0   0.0   0.0  3.51  42.5  78.1  2.38  0.00
 3 30  90 13.75  3.92  0.00  0.00 279.9   0.0   0.0  2.42  30.3  55.1  2.48  0.00
 3 30  90 14.00  3.84  0.00  0.00 309.5   0.0   0.0  3.76  49.5  90.6  2.42  0.00
 3 30  90 14.25  3.60  0.00  0.00 307.0   0.0   0.0  3.09  46.1  84.5  2.41  0.00
 3 30  90 14.50  3.52  0.00  0.00 306.9   0.0   0.0  3.34  52.4  95.4  2.47  0.00
 3 30  90 14.75  3.28  0.00  0.00 301.9   0.0   0.0  2.66  48.0  87.5  2.46  0.00
 3 30  90 15.00  3.04  0.00  0.00 306.8   0.0   0.0  2.67  56.1 102.2  2.49  0.00
 3 30  90 15.25  2.72  0.00  0.00 311.1   0.0   0.0  1.83  47.7  86.5  2.52  0.00
 3 30  90 15.50  2.48  0.00  0.00 307.1   0.0   0.0  1.55  48.9  88.0  2.60  0.00
 3 30  90 15.75  2.40  0.00  0.00 329.4   0.0   0.0  1.70  57.2 103.1  2.59  0.00
 3 30  90 16.00  2.24  0.00  0.00 331.3   0.0   0.0  1.52  58.5 105.2  2.62  0.00
 3 30  90 16.25  2.08  0.00  0.00 328.4   0.0   0.0  1.29  57.7 103.5  2.65  0.00
 3 30  90 16.50  2.08  0.00  0.00 328.4   0.0   0.0  1.11  49.7  78.5  4.35  0.00
 3 30  90 16.75  2.08  0.00  0.00 337.3   0.0   0.0  1.26  57.2  84.2  6.00  0.00
 3 30  90 17.00  1.84  0.00  0.00 321.6   0.0   0.0  0.97  54.9  98.0  2.70  0.00
 3 30  90 17.25  1.92  0.00  0.00 311.0   0.0   0.0  0.62  30.9  61.7  1.83  0.00
 3 30  90 17.50  1.84  0.00  0.00 316.3   0.0   0.0  0.70  39.0  69.5  2.55  0.00
 3 30  90 17.75  2.00  0.00  0.00 353.3   0.0   0.0  1.04  48.9  91.9  2.16  0.00
 3 30  90 18.00  1.84  0.00  0.00 322.6   0.0   0.0  0.71  38.8  73.3  2.14  0.00
 3 30  90 18.25  1.84  0.00  0.00 312.2   0.0   0.0  0.78  44.6  69.6  4.48  0.00
 3 30  90 18.50  1.84  0.00  0.00 336.0   0.0   0.0  0.73  39.9  78.7  1.89  0.00
 3 30  90 18.75  1.84  0.00  0.00 313.2   0.0   0.0  0.74  41.4  69.8  3.17  0.00
 3 30  90 19.00  1.76  0.00  0.00 327.2   0.0   0.0  0.80  49.4  82.6  3.30  0.00
 3 30  90 19.25  1.68  0.00  0.00 310.0   0.0   0.0  0.57  37.4  68.6  2.30  0.00
 3 30  90 19.50  1.68  0.00  0.00 313.3   0.0   0.0  0.57  37.3  70.5  2.11  0.00
 3 30  90 19.75  1.68  0.00  0.00 337.4   0.0   0.0  0.77  51.5  90.2  2.73  0.00
 3 30  90 20.00  1.68  0.00  0.00 323.5   0.0   0.0  0.71  47.8  81.8  3.00  0.00
 3 30  90 20.25  1.84  0.00  0.00 308.5   0.0   0.0  0.69  38.0  71.0  2.22  0.00
 3 30  90 20.50  1.76  0.00  0.00 318.2   0.0   0.0  0.72  43.9  77.2  2.66  0.00
 3 30  90 20.75  1.76  0.00  0.00 300.6   0.0   0.0  0.65  39.7  67.1  3.18  0.00
 3 30  90 21.00  1.84  0.00  0.00 316.9   0.0   0.0  1.03  58.6 105.0  2.67  0.00
 3 30  90 21.25  1.84  0.00  0.00 291.6   0.0   0.0  0.77  43.6  69.1  4.24  0.00
 3 30  90 21.50  1.76  0.00  0.00 297.1   0.0   0.0  0.76  46.2  78.1  3.18  0.00
 3 30  90 21.75  1.76  0.00  0.00 285.4   0.0   0.0  0.83  50.2  78.9  4.43  0.00
 3 30  90 22.00  2.08  0.00  0.00 287.4   0.0   0.0  1.17  50.2  83.4  3.23  0.00
 3 30  90 22.25  2.32  0.00  0.00 276.9   0.0   0.0  1.35  45.3  84.2  2.18  0.00
