mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 1 14  14  0.00  2.24  0.00  0.00 257.0   0.0   0.0  1.06  40.6  70.1  3.15  0.00
 1 14  14  0.25  2.08  0.00  0.00 282.1   0.0   0.0  1.22  53.9  92.0  3.31  0.00
 1 14  14  0.50  2.32  0.00  0.00 268.4   0.0   0.0  1.52  53.6  88.9  3.87  0.00
 1 14  14  0.75  2.64  0.00  0.00 276.2   0.0   0.0  2.32  63.5 119.0  2.58  0.00
 1 14  14  1.00  3.20  0.00  0.00 260.3   0.0   0.0  3.24  60.9  86.9  6.00  0.00
 1 14  14  1.25  3.92  0.00  1.30 224.5   0.0 105.3  2.28  26.0  49.8  1.81  0.00
 1 14  14  1.50  4.64  0.00  0.00 212.3   0.0   0.0  2.44  19.8  30.5  3.78  0.00
 1 14  14  1.75  4.66  0.00  0.00 211.6   0.0   0.0  3.12  25.9  36.9  6.00  0.00
 1 14  14  2.00  4.24  0.00  0.00 192.5   0.0   0.0  2.53  24.7  46.1  2.19  0.00
 1 14  14  2.25  4.48  0.00  0.00 193.2   0.0   0.0  2.58  22.0  40.8  1.94  0.00
 1 14  14  2.50  4.36  0.00  2.02 214.2   0.0 102.1  4.59  44.9  64.2  6.00  0.00
 1 14  14  2.75  4.00  0.00  2.02 192.8   0.0  99.5  2.54  26.6  47.6  1.80  0.00
 1 14  14  3.00  4.72  0.00  2.10 211.7   0.0 102.3  4.00  31.0  80.5  1.05  0.00
 1 14  14  3.25  5.12  0.00  2.18 221.0   0.0 102.5  5.92  41.2  86.2  1.70  0.00
 1 14  14  3.50  5.61  3.32  2.18 216.5 185.5  99.6  4.27  24.3  32.0  6.00  0.50
 1 14  14  3.75  4.96  0.00  2.26 188.9   0.0 100.1  4.08  29.7  57.3  1.81  0.00
 1 14  14  4.00  4.82  3.56  2.26 231.8 186.4  98.4  5.19  41.0  59.7  3.29  0.50
 1 14  14  4.25  5.13  3.16  0.00 205.9 159.0   0.0  4.39  30.3  54.3  2.18  0.50
 1 14  14  4.50  4.97  3.48  2.34 210.8 166.0 101.8  4.78  35.5  57.2  2.74  0.50
 1 14  14  4.75  4.81  3.32  2.34 194.8 156.5 101.8  3.60  28.0  51.8  1.94  0.50
 1 14  14  5.00  5.54  3.96  2.42 236.0 177.4 102.0  7.38  44.1  81.6  1.73  0.51
 1 14  14  5.25  4.98  3.24  2.34 210.8 159.1 101.3  4.92  36.6  60.0  2.75  0.50
 1 14  14  5.50  5.12  0.00  2.34 244.0   0.0 101.3  8.41  60.3 120.5  2.01  0.00
 1 14  14  5.75  5.29  3.72  2.34 222.8 179.3 101.5  5.35  34.5  54.9  2.44  0.50
 1 14  14  6.00  5.60  0.00  2.34 217.8   0.0 101.7  5.42  30.1  63.2  1.39  0.00
 1 14  14  6.25  5.76  3.32  2.34 207.5 166.6 100.8  4.73  25.4  40.9  2.53  0.60
 1 14  14  6.50  5.20  3.08  0.00 201.2 158.6   0.0  4.14  27.8  43.4  3.25  0.60
 1 14  14  6.75  4.88  0.00  0.00 239.5   0.0   0.0  7.00  54.8 105.9  2.14  0.00
 1 14  14  7.00  4.96  0.00  0.00 213.5   0.0   0.0  4.03  28.1  62.7  1.23  0.00
 1 14  14  7.25  5.05  3.24  2.18 210.4 164.0 105.4  4.61  33.2  52.7  2.98  0.54
 1 14  14  7.50  4.96  0.00  0.00 245.0   0.0   0.0  7.73  59.9  88.1  6.00  0.00
 1 14  14  7.75  4.80  0.00  0.00 217.5   0.0   0.0  4.32  33.3  67.6  1.68  0.00
 1 14  14  8.00  4.88  0.00  0.00 220.1   0.0   0.0  4.66  35.4  67.7  1.97  0.00
 1 14  14  8.25  5.04  0.00  0.00 207.6   0.0   0.0  3.82  26.7  51.6  1.84  0.00
 1 14  14  8.50  4.65  0.00  0.00 227.1   0.0   0.0  4.26  36.3  56.0  4.57  0.00
 1 14  14  8.75  4.08  0.00  0.00 206.3   0.0   0.0  2.81  30.7  50.8  3.29  0.00
 1 14  14  9.00  3.84  0.00  0.00 208.2   0.0   0.0  2.19  26.4  45.0  2.80  0.00
 1 14  14  9.25  3.37  0.00  0.00 222.3   0.0   0.0  2.03  32.4  53.9  3.39  0.00
 1 14  14  9.50  3.76  0.00  0.00 263.5   0.0   0.0  3.71  50.4  75.3  5.55  0.00
 1 14  14  9.75  3.60  0.00  0.00 247.2   0.0   0.0  2.54  37.3  65.4  2.94  0.00
 1 14  14 10.00  3.20  0.00  0.00 265.6   0.0   0.0  2.57  48.3  84.9  2.91  0.00
 1 14  14 10.25  2.88  0.00  0.00 254.9   0.0   0.0  1.69  39.0  68.9  2.83  0.00
 1 14  14 10.50  2.72  0.00  0.00 283.0   0.0   0.0  1.78  46.6  82.8  2.75  0.00
 1 14  14 10.75  2.64  0.00  0.00 295.7   0.0   0.0  1.86  51.9  92.6  2.71  0.00
 1 14  14 11.25  2.64  0.00  0.00 280.7   0.0   0.0  1.64  45.6  82.0  2.63  0.00
 1 14  14 11.50  2.64  0.00  0.00 291.0   0.0   0.0  1.74  48.4  87.2  2.59  0.00
 1 14  14 11.75  2.56  0.00  0.00 271.6   0.0   0.0  1.17  34.4  62.3  2.53  0.00
 1 14  14 12.00  2.56  0.00  0.00 297.0   0.0   0.0  1.42  41.9  76.0  2.52  0.00
 1 14  14 12.25  2.96  0.00  0.00 309.6   0.0   0.0  2.17  48.0  87.2  2.50  0.00
 1 14  14 12.50  2.72  0.00  0.00 290.8   0.0   0.0  1.39  36.2  65.9  2.48  0.00
 1 14  14 12.75  2.56  0.00  0.00 309.4   0.0   0.0  1.50  44.0  80.1  2.48  0.00
 1 14  14 13.00  2.72  0.00  0.00 292.8   0.0   0.0  1.45  37.7  68.7  2.47  0.00
 1 14  14 13.25  2.72  0.00  0.00 281.4   0.0   0.0  1.28  33.3  60.5  2.50  0.00
 1 14  14 13.50  2.88  0.00  0.00 300.0   0.0   0.0  1.71  39.9  72.6  2.47  0.00
 1 14  14 13.75  2.88  0.00  0.00 279.1   0.0   0.0  1.95  45.8  82.7  2.57  0.00
 1 14  14 14.00  2.64  0.00  0.00 289.1   0.0   0.0  1.41  38.9  70.7  2.51  0.00
 1 14  14 14.25  2.48  0.00  0.00 307.5   0.0   0.0  1.45  46.7  67.9  6.00  0.00
 1 14  14 14.50  2.88  0.00  0.00 318.7   0.0   0.0  2.00  46.5  84.6  2.49  0.00
 1 14  14 14.75  2.88  0.00  0.00 282.1   0.0   0.0  1.56  36.2  65.9  2.49  0.00
 1 14  14 15.00  2.88  0.00  0.00 316.5   0.0   0.0  2.11  50.7  74.1  6.00  0.00
