mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 1  3   3  0.00  2.08  0.00  0.00 293.0   0.0   0.0  1.22  54.2  94.5  3.00  0.00
 1  3   3  0.25  2.08  0.00  0.00 295.9   0.0   0.0  1.33  59.0 103.1  2.98  0.00
 1  3   3  0.50  2.32  0.00  0.00 284.9   0.0   0.0  1.60  56.4  97.4  3.14  0.00
 1  3   3  1.00  3.36  0.00  0.00 262.3   0.0   0.0  3.30  55.6  99.8  2.76  0.00
 1  3   3  1.25  3.60  0.00  0.00 224.4   0.0   0.0  2.00  27.3  46.0  3.08  0.00
 1  3   3  1.50  4.08  0.00  0.00 238.5   0.0   0.0  4.59  53.5  73.0  6.00  0.00
 1  3   3  1.75  3.92  0.00  0.00 205.4   0.0   0.0  2.45  28.4  47.9  3.02  0.00
 1  3   3  2.00  4.24  0.00  0.00 210.3   0.0   0.0  2.76  26.9  47.6  2.29  0.00
 1  3   3  2.25  4.17  0.00  0.00 214.9   0.0   0.0  3.43  35.6  61.2  2.67  0.00
 1  3   3  2.50  4.32  0.00  0.00 205.0   0.0   0.0  3.10  29.1  56.1  1.84  0.00
 1  3   3  2.75  4.32  0.00  1.94 211.8   0.0 105.7  3.85  37.2  69.3  2.14  0.00
 1  3   3  3.00  4.56  0.00  0.00 221.8   0.0   0.0  4.61  40.1  74.0  2.21  0.00
 1  3   3  3.25  4.88  0.00  2.18 215.7   0.0  99.0  5.01  37.7  68.6  2.13  0.00
 1  3   3  3.50  5.04  0.00  2.18 212.0   0.0 111.7  4.64  32.4  65.3  1.69  0.00
 1  3   3  3.75  5.04  0.00  0.00 205.0   0.0   0.0  4.33  30.3  59.6  1.71  0.00
 1  3   3  4.00  4.82  3.36  2.26 209.5 177.6 108.3  3.49  26.0  42.3  2.48  0.50
 1  3   3  4.25  4.97  3.16  2.26 213.3 170.2 109.2  4.18  30.5  48.7  2.88  0.50
 1  3   3  4.50  4.56  0.00  0.00 198.3   0.0   0.0  3.73  31.6  64.1  1.69  0.00
 1  3   3  4.75  4.97  3.48  2.26 215.6 174.9 103.2  4.46  32.7  52.1  2.67  0.50
 1  3   3  5.00  5.13  3.32  2.34 202.9 159.0 104.7  4.51  31.3  48.7  2.92  0.60
 1  3   3  5.25  4.72  3.00  2.34 205.7 152.6 107.8  4.21  34.5  66.9  1.92  0.50
 1  3   3  5.50  4.96  0.00  0.00 230.5   0.0   0.0  6.20  45.9 112.2  1.38  0.00
 1  3   3  5.75  5.04  0.00  0.00 209.4   0.0   0.0  4.18  28.5  58.0  1.45  0.00
 1  3   3  6.00  4.96  3.04  0.00 219.0 169.8   0.0  4.40  32.2  60.8  1.98  0.50
 1  3   3  6.25  5.04  0.00  0.00 203.0   0.0   0.0  4.02  27.5  57.5  1.49  0.00
 1  3   3  6.50  4.88  0.00  0.00 210.3   0.0   0.0  4.45  33.3  63.3  1.88  0.00
 1  3   3  6.75  4.81  3.08  0.00 212.4 164.6   0.0  4.25  33.7  54.5  2.91  0.50
 1  3   3  7.00  5.20  0.00  0.00 236.4   0.0   0.0  7.15  49.5  76.6  4.21  0.00
 1  3   3  7.25  5.52  0.00  2.02 203.4   0.0 105.6  4.33  25.1  48.7  1.74  0.00
