mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 1 28  28  0.00  2.32  0.00  0.00 273.2   0.0   0.0  1.46  52.2  88.9  3.39  0.00
 1 28  28  0.25  2.56  0.00  0.00 272.1   0.0   0.0  1.75  50.9  87.2  3.25  0.00
 1 28  28  0.50  2.96  0.00  0.00 264.9   0.0   0.0  2.50  54.4  93.6  3.23  0.00
 1 28  28  0.75  3.44  0.00  0.00 224.2   0.0   0.0  1.86  28.2  47.3  3.21  0.00
 1 28  28  1.00  3.84  0.00  0.00 214.3   0.0   0.0  2.24  27.2  45.5  3.04  0.00
 1 28  28  1.25  3.93  0.00  0.00 215.6   0.0   0.0  2.51  29.1  44.8  4.20  0.00
 1 28  28  1.50  4.33  0.00  0.00 217.4   0.0   0.0  2.95  27.7  49.6  2.29  0.00
 1 28  28  1.75  4.64  0.00  0.00 210.7   0.0   0.0  3.46  28.5  54.1  1.90  0.00
 1 28  28  2.00  4.74  0.00  1.94 221.0   0.0 100.9  5.06  41.7  66.3  3.67  0.00
 1 28  28  2.25  5.06  3.24  2.02 242.9 183.3 101.3  5.92  43.0  68.3  3.24  0.50
 1 28  28  2.50  5.38  3.32  2.10 234.2 176.9 102.9  5.98  38.1  65.4  2.55  0.50
 1 28  28  2.75  5.46  3.40  2.18 227.4 180.7 100.7  5.46  33.4  51.4  3.28  0.50
 1 28  28  3.00  5.61  3.38  2.18 230.9 173.4 104.2  6.20  36.2  64.3  2.25  0.50
 1 28  28  3.25  5.61  3.40  0.00 224.2 175.7   0.0  5.32  30.4  52.3  2.28  0.50
 1 28  28  3.50  5.93  3.48  2.34 220.5 162.8 101.9  6.59  34.2  61.8  2.05  0.56
 1 28  28  3.75  5.85  3.44  0.00 216.6 166.0   0.0  5.71  30.1  53.7  2.10  0.55
 1 28  28  4.00  5.93  3.54  2.42 211.8 168.3 104.1  5.30  26.8  46.0  2.13  0.60
 1 28  28  4.25  5.61  3.48  2.42 212.8 162.4  99.6  5.75  33.3  57.1  2.34  0.50
 1 28  28  4.50  5.78  3.56  2.42 227.6 163.5 101.8  7.32  40.5  72.6  2.17  0.50
 1 28  28  4.75  5.93  3.56  2.50 219.6 165.6 103.6  6.36  32.6  56.8  2.09  1.00
 1 28  28  5.00  6.01  3.72  2.50 207.2 169.3 101.5  5.38  26.6  40.1  2.98  0.60
 1 28  28  5.25  5.53  3.56  2.50 200.5 159.9 102.8  4.76  28.0  45.7  2.41  0.59
 1 28  28  5.50  5.06  3.48  2.50 204.5 153.2 102.9  5.40  39.4  63.1  3.04  0.50
 1 28  28  5.75  5.00  3.40  2.50 220.5 150.1 105.9  6.72  51.2  91.8  2.58  0.07
 1 28  28  6.00  4.82  3.38  2.50 206.8 152.9 107.9  4.96  39.6  70.7  2.26  0.50
