mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 3 26  85  0.25  5.04  3.00  2.02 226.7 175.0 102.8  4.75  34.1  67.3  1.85  0.50
 3 26  85  0.50  5.05  3.16  2.18 210.7 166.3 105.5  4.42  31.8  47.3  3.58  0.52
 3 26  85  0.75  4.64  0.00  2.26 216.3   0.0 103.9  5.53  47.8  74.8  3.82  0.00
 3 26  85  1.00  4.84  3.64  2.34 217.2 170.0 101.7  5.42  43.3  64.9  3.41  0.50
 3 26  85  1.25  4.68  3.64  2.42 221.5 167.5 101.1  5.89  51.0  79.6  3.43  0.50
 3 26  85  1.50  5.08  3.64  2.42 242.1 164.4 100.2  8.28  61.3 108.4  2.45  0.50
 3 26  85  1.75  5.30  3.96  2.50 251.4 204.4 104.1  6.51  41.9  75.2  2.19  0.50
 3 26  85  2.00  5.29  3.56  2.58 212.6 163.6 102.6  5.41  34.9  56.9  2.23  0.70
 3 26  85  2.25  5.14  3.88  2.66 220.6 169.9 105.1  6.46  45.6  76.8  2.43  0.50
 3 26  85  2.50  5.24  4.04  2.66 217.7 170.9  99.8  6.41  43.1  77.6  1.79  0.50
 3 26  85  2.75  5.36  4.06  2.74 230.8 184.4 102.1  6.51  40.8  84.1  1.44  0.50
 3 26  85  3.00  6.12  4.12  2.74 245.2 185.3 100.3  9.03  43.9  75.2  2.08  0.50
 3 26  85  3.25  6.02  3.96  2.82 219.7 163.4 103.1  7.39  36.8  60.3  2.11  1.05
 3 26  85  3.50  5.88  4.20  2.82 241.1 177.4 103.4  9.77  53.2  82.6  3.15  0.50
 3 26  85  3.75  5.62  4.12  2.82 230.0 179.6 102.6  7.49  43.5  72.8  2.14  0.50
 3 26  85  4.00  5.64  4.04  2.90 227.1 162.1 104.3  8.54  50.2  86.4  2.15  0.60
 3 26  85  4.25  5.86  4.12  2.90 235.9 176.3 100.7  8.58  45.8  77.5  1.97  0.70
 3 26  85  4.50  6.12  4.12  0.00 229.8 167.3   0.0  8.88  43.6  73.5  2.16  1.00
 3 26  85  4.75  5.86  4.12  2.90 230.2 164.4 100.8  9.38  51.1  86.1  2.22  0.68
 3 26  85  5.00  6.25  4.20  2.90 231.8 170.2  99.4  9.10  42.3  73.7  1.82  1.00
 3 26  85  5.25  6.32  3.96  2.90 217.0 158.6 100.0  7.84  35.4  61.3  1.93  1.06
 3 26  85  5.50  6.09  4.20  2.90 236.5 173.0 101.6  9.62  48.2  85.4  2.10  0.50
 3 26  85  5.75  5.94  4.04  2.90 226.3 167.5  99.2  8.11  42.0  67.8  2.18  1.00
 3 26  85  6.00  5.86  4.08  2.90 232.9 161.4  99.2  9.63  52.7  96.3  2.03  0.50
 3 26  85  6.25  6.28  4.12  0.00 254.4 170.4   0.0 11.89  56.4 101.9  2.09  0.60
 3 26  85  6.50  6.18  4.12  2.82 229.2 168.7 102.6  8.70  41.5  68.6  2.10  1.00
 3 26  85  6.75  6.02  4.12  2.82 230.8 174.0 101.3  8.48  42.9  77.4  1.90  0.50
 3 26  85  7.00  6.04  4.08  2.82 241.4 175.8 101.0  9.43  47.8  80.6  2.29  0.50
 3 26  85  7.50  6.17  3.88  2.74 225.1 165.4 100.3  7.82  37.1  65.0  1.92  1.00
 3 26  85  7.75  6.17  3.88  2.74 225.7 167.9 104.7  7.64  36.1  63.0  1.97  1.00
 3 26  85  8.00  6.01  3.80  2.66 224.7 173.1 100.1  7.02  35.2  57.1  2.46  0.50
 3 26  85  8.25  5.94  3.80  2.58 226.3 180.9 103.2  6.73  34.7  50.3  3.68  0.50
 3 26  85  8.50  5.61  3.80  2.58 219.3 165.6 103.4  6.56  38.2  67.8  2.07  0.50
 3 26  85  8.75  5.70  3.64  2.50 234.4 164.9 102.8  7.93  45.3  82.2  2.10  0.50
 3 26  85  9.00  5.69  3.68  2.42 234.8 207.5 103.1  4.47  23.4  30.2  4.64  0.50
 3 26  85  9.25  5.69  3.48  2.34 219.5 167.8 104.7  5.92  33.3  57.0  2.29  0.58
 3 26  85  9.50  5.37  3.24  2.34 212.6 161.9 103.9  4.88  30.4  58.1  1.80  0.50
 3 26  85  9.75  5.46  3.16  2.18 220.7 167.4 106.8  5.32  32.6  56.8  2.34  0.50
 3 26  85 10.00  5.21  0.00  2.10 219.5   0.0 109.4  4.72  30.8  59.1  1.81  0.00
 3 26  85 10.25  5.12  0.00  1.94 227.1   0.0 103.0  5.66  39.6  67.4  2.64  0.00
 3 26  85 10.50  5.14  0.00  1.86 235.5   0.0 110.5  5.42  37.7  60.3  3.64  0.00
 3 26  85 10.75  4.96  0.00  1.70 225.8   0.0 115.3  3.86  28.1  43.5  3.95  0.00
