mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 3 28  87  0.00  4.25  0.00  2.02 209.6   0.0 105.7  3.51  34.5  63.4  2.08  0.00
 3 28  87  0.25  4.49  3.00  2.10 212.7 167.8 105.7  3.72  33.6  54.8  2.75  0.50
 3 28  87  0.50  4.41  3.08  2.26 200.4 160.0 104.7  3.48  32.6  50.6  3.07  0.50
 3 28  87  0.75  4.52  3.72  2.34 242.8 170.2 102.2  7.45  70.8 123.3  2.96  0.50
 3 28  87  1.00  4.82  3.62  2.34 221.3 171.2 100.6  5.59  44.9  70.8  2.74  0.50
 3 28  87  1.50  4.82  3.64  2.50 230.6 168.1 102.4  6.62  53.7  91.8  2.37  0.50
 3 28  87  1.75  4.98  3.72  2.58 222.4 168.3 101.9  6.37  48.1  75.5  2.88  0.50
 3 28  87  2.00  5.16  3.96  2.66 233.4 171.8 102.8  8.24  59.2  87.9  3.59  0.50
 3 28  87  2.25  5.08  4.04  2.66 232.6 169.3 102.6  8.24  61.2  98.2  3.07  0.50
 3 28  87  2.50  4.84  3.96  2.74 218.9 162.4 103.4  7.03  57.7  92.1  3.10  0.50
 3 28  87  2.75  5.16  4.20  2.74 251.5 193.7 101.9  8.80  62.6  93.1  3.04  0.50
 3 28  87  3.00  5.53  4.04  2.82 217.5 165.5 103.8  7.36  44.8  69.2  2.56  0.70
 3 28  87  3.25  5.40  4.12  2.82 236.8 172.7 104.9  9.05  59.2  90.6  3.34  0.50
 3 28  87  3.50  5.44  4.28  2.82 257.9 180.3 102.6 10.84  69.2 144.4  1.45  0.50
 3 28  87  3.75  5.96  4.28  2.90 231.8 169.5 102.0  9.26  48.1  86.2  1.72  1.00
 3 28  87  4.00  6.09  4.12  2.90 219.0 164.2 101.7  8.13  40.1  63.8  2.22  1.07
 3 28  87  4.25  6.01  4.20  2.90 236.2 175.0 100.7  9.55  49.2  80.4  2.45  0.50
 3 28  87  4.50  5.93  4.20  2.90 245.5 176.7 101.5 10.08  53.2  91.1  2.02  0.60
 3 28  87  4.75  6.09  4.12  2.90 234.1 171.7  99.8  9.12  44.9  73.0  2.06  1.18
 3 28  87  5.00  6.33  4.12  2.90 227.6 163.3 101.5  9.29  42.6  70.9  2.23  1.00
 3 28  87  5.25  6.34  4.12  2.90 238.1 166.9 101.3 10.65  49.2  78.6  2.45  1.16
 3 28  87  5.50  6.49  4.04  2.90 231.7 172.1 103.0  9.18  39.6  62.2  2.37  1.50
 3 28  87  5.75  6.34  4.12  2.90 226.5 163.8 101.7  9.90  46.1  69.4  3.07  1.00
 3 28  87  6.00  6.25  4.12  2.90 218.6 165.0 101.9  8.02  37.2  61.9  2.03  1.01
 3 28  87  6.25  6.10  4.12  2.90 218.3 159.1 101.2  8.77  44.0  68.9  2.68  1.00
 3 28  87  6.50  5.70  4.04  2.82 223.7 159.5 101.5  8.80  51.2  82.9  2.61  0.60
 3 28  87  6.75  5.93  4.04  2.82 226.1 159.0 100.9  8.89  47.1  82.9  2.03  0.69
 3 28  87  7.00  5.86  4.01  2.82 221.6 160.6 104.6  8.23  44.6  72.4  2.50  0.70
 3 28  87  7.25  5.85  4.04  2.82 223.2 161.5  99.8  8.37  45.5  82.0  1.97  0.52
 3 28  87  7.50  6.04  4.04  2.74 242.4 164.7 103.4 11.28  59.0  91.5  3.31  0.60
 3 28  87  7.75  5.85  3.96  2.74 218.9 162.9 103.9  7.63  41.2  68.7  2.31  0.67
 3 28  87  8.00  5.77  3.88  2.66 220.3 164.3 104.4  7.25  40.0  68.4  2.15  0.68
 3 28  87  8.25  5.70  3.80  2.66 227.5 172.9 107.1  7.50  43.0  62.7  3.78  0.50
 3 28  87  8.50  5.38  3.72  2.58 223.9 164.0 103.5  7.19  46.7  75.8  2.87  0.50
 3 28  87  8.75  5.29  3.72  2.50 212.4 168.0 101.9  5.54  36.3  57.6  2.59  0.50
 3 28  87  9.00  5.13  3.48  2.50 210.9 158.8 102.6  5.39  37.7  67.3  2.12  0.50
 3 28  87  9.25  5.21  3.48  2.42 212.8 161.5 103.4  5.42  36.7  62.7  2.32  0.50
 3 28  87  9.50  5.21  3.22  2.34 216.6 157.4 106.3  5.43  36.8  67.4  2.08  0.50
 3 28  87  9.75  5.13  3.16  2.26 224.9 175.1 109.3  4.99  34.4  55.8  2.92  0.50
 3 28  87 10.00  5.13  3.00  2.10 220.4 161.9 102.0  5.21  36.6  63.2  2.42  0.50
 3 28  87 10.25  4.96  0.00  2.02 220.4   0.0 110.6  4.21  30.2  51.7  2.45  0.00
 3 28  87 10.50  4.64  0.00  1.86 224.9   0.0 110.7  4.19  35.0  60.5  2.64  0.00
 3 28  87 10.75  4.73  0.00  1.78 223.9   0.0 105.1  3.81  30.2  53.4  2.31  0.00
 3 28  87 11.00  4.65  0.00  0.00 237.6   0.0   0.0  4.14  35.1  56.1  3.64  0.00
 3 28  87 11.25  4.57  0.00  0.00 235.0   0.0   0.0  3.49  30.7  49.9  3.50  0.00
 3 28  87 11.50  4.40  0.00  0.00 239.3   0.0   0.0  3.20  30.6  51.1  3.29  0.00
 3 28  87 11.75  4.24  0.00  0.00 258.5   0.0   0.0  4.53  48.5  85.4  2.89  0.00
 3 28  87 12.00  4.00  0.00  0.00 251.4   0.0   0.0  2.68  32.2  52.1  3.97  0.00
 3 28  87 12.25  3.92  0.00  0.00 279.9   0.0   0.0  3.85  48.6  87.0  2.66  0.00
 3 28  87 12.50  3.76  0.00  0.00 289.4   0.0   0.0  3.61  49.5  89.6  2.54  0.00
 3 28  87 12.75  3.84  0.00  0.00 300.1   0.0   0.0  3.70  48.6  88.7  2.46  0.00
 3 28  87 13.00  3.84  0.00  0.00 298.1   0.0   0.0  3.29  43.2  79.2  2.40  0.00
 3 28  87 13.25  3.84  0.00  0.00 300.8   0.0   0.0  3.44  45.2  82.8  2.41  0.00
 3 28  87 13.50  3.84  0.00  0.00 306.2   0.0   0.0  3.44  45.1  82.9  2.39  0.00
 3 28  87 13.75  3.84  0.00  0.00 287.0   0.0   0.0  2.36  31.1  53.9  2.96  0.00
 3 28  87 14.00  3.84  0.00  0.00 287.8   0.0   0.0  2.57  34.1  57.8  3.31  0.00
 3 28  87 14.25  3.92  0.00  0.00 305.9   0.0   0.0  3.74  47.2  86.5  2.40  0.00
 3 28  87 14.50  3.92  0.00  0.00 294.1   0.0   0.0  3.56  44.9  82.1  2.44  0.00
 3 28  87 14.75  3.84  0.00  0.00 292.8   0.0   0.0  3.20  42.0  77.2  2.39  0.00
 3 28  87 15.00  3.84  0.00  0.00 300.4   0.0   0.0  3.69  48.6  89.0  2.42  0.00
 3 28  87 15.25  3.84  0.00  0.00 295.4   0.0   0.0  3.48  45.8  83.7  2.44  0.00
 3 28  87 15.50  3.68  0.00  0.00 298.0   0.0   0.0  3.18  45.6  83.3  2.44  0.00
 3 28  87 15.75  3.68  0.00  0.00 299.7   0.0   0.0  3.18  45.5  83.4  2.41  0.00
 3 28  87 16.00  3.60  0.00  0.00 294.1   0.0   0.0  3.03  45.3  82.9  2.42  0.00
 3 28  87 16.25  3.52  0.00  0.00 301.8   0.0   0.0  3.08  48.2  88.1  2.44  0.00
 3 28  87 16.50  3.44  0.00  0.00 303.9   0.0   0.0  2.88  47.1  86.2  2.43  0.00
 3 28  87 16.75  3.44  0.00  0.00 301.8   0.0   0.0  2.93  48.1  87.7  2.46  0.00
 3 28  87 17.00  3.44  0.00  0.00 301.2   0.0   0.0  2.88  47.3  86.2  2.46  0.00
 3 28  87 17.25  3.44  0.00  0.00 311.7   0.0   0.0  2.89  47.3  86.6  2.42  0.00
 3 28  87 17.50  3.44  0.00  0.00 305.9   0.0   0.0  2.77  45.3  82.8  2.43  0.00
 3 28  87 17.75  3.44  0.00  0.00 298.8   0.0   0.0  2.79  45.7  83.5  2.44  0.00
 3 28  87 18.00  3.36  0.00  0.00 296.2   0.0   0.0  2.70  46.4  84.7  2.45  0.00
 3 28  87 18.25  3.36  0.00  0.00 294.6   0.0   0.0  2.96  51.0  92.5  2.53  0.00
 3 28  87 18.50  3.36  0.00  0.00 311.3   0.0   0.0  2.97  51.0  93.2  2.44  0.00
 3 28  87 18.75  3.36  0.00  0.00 291.6   0.0   0.0  2.83  48.8  88.7  2.49  0.00
 3 28  87 19.00  3.28  0.00  0.00 294.0   0.0   0.0  2.57  46.3  84.4  2.47  0.00
 3 28  87 19.25  3.28  0.00  0.00 294.3   0.0   0.0  2.72  49.1  89.2  2.50  0.00
 3 28  87 19.50  3.36  0.00  0.00 289.7   0.0   0.0  2.63  45.2  82.2  2.48  0.00
 3 28  87 19.75  3.36  0.00  0.00 298.6   0.0   0.0  2.82  48.5  88.5  2.45  0.00
 3 28  87 20.00  3.28  0.00  0.00 304.6   0.0   0.0  2.76  49.7  90.5  2.47  0.00
 3 28  87 20.25  3.44  0.00  0.00 303.9   0.0   0.0  2.97  48.7  89.0  2.44  0.00
 3 28  87 20.50  3.44  0.00  0.00 296.5   0.0   0.0  3.10  51.0  92.6  2.50  0.00
 3 28  87 20.75  3.36  0.00  0.00 291.9   0.0   0.0  2.75  47.3  86.2  2.48  0.00
 3 28  87 21.00  3.36  0.00  0.00 303.4   0.0   0.0  2.79  47.9  87.4  2.45  0.00
 3 28  87 21.25  3.60  0.00  0.00 304.4   0.0   0.0  3.21  48.0  87.5  2.47  0.00
 3 28  87 21.50  3.68  0.00  0.00 286.5   0.0   0.0  3.29  47.2  85.3  2.55  0.00
 3 28  87 21.75  3.44  0.00  0.00 277.6   0.0   0.0  2.86  46.8  84.3  2.60  0.00
 3 28  87 22.00  3.52  0.00  0.00 288.0   0.0   0.0  3.05  47.5  85.5  2.61  0.00
 3 28  87 22.25  3.69  0.00  0.00 263.7   0.0   0.0  2.35  32.7  55.7  3.12  0.00
 3 28  87 22.50  3.84  0.00  0.00 280.5   0.0   0.0  4.61  61.6  87.9  6.00  0.00
 3 28  87 22.75  4.00  0.00  0.00 239.6   0.0   0.0  2.88  33.3  53.3  3.64  0.00
 3 28  87 23.00  4.25  0.00  0.00 239.0   0.0   0.0  3.37  34.2  56.4  3.30  0.00
 3 28  87 23.25  4.41  2.20  1.70 232.8 158.1 107.1  4.54  44.4  73.5  3.29  0.50
 3 28  87 23.50  4.41  2.42  1.78 222.7 161.8 112.9  3.94  38.1  59.9  3.69  0.59
 3 28  87 23.75  4.66  0.00  1.86 247.9   0.0 106.8  6.31  54.6  82.3  4.55  0.00
