LT f02
 0   0
 1  28
 2   0
 3   0
 4   0
 5   0
 6   0
 7   0
 8  37
 9  50
10  58
11  70
12  61
13  61
14  64
15  53
16  53
17  44
18  37
19  30
20  25
21  21
22  21
23  21
