mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 3 29  88  0.00  4.73  3.16  2.02 221.6 186.3 106.5  3.70  29.8  41.1  4.46  0.50
 3 29  88  0.25  4.57  0.00  2.10 208.5   0.0 103.6  3.90  33.0  66.5  1.66  0.00
 3 29  88  0.50  4.58  3.40  2.18 220.3 174.3 100.0  4.60  40.7  63.6  3.21  0.50
 3 29  88  0.75  4.81  3.40  2.34 212.0 167.9 103.4  4.48  35.3  57.9  2.46  0.50
 3 29  88  1.00  4.68  3.48  2.42 226.1 165.2 106.8  6.08  52.8  82.4  3.61  0.50
 3 29  88  1.25  4.81  3.53  2.42 219.2 165.1 100.6  5.48  44.1  80.3  2.12  0.50
 3 29  88  1.50  4.76  3.56  2.50 232.9 167.0 101.0  6.99  59.2  90.6  3.84  0.50
 3 29  88  1.75  4.66  3.64  2.58 219.7 160.8 103.2  6.20  54.5  88.5  3.08  0.50
 3 29  88  2.00  4.84  3.88  2.66 235.5 169.7 104.2  7.80  63.8 107.4  2.66  0.50
 3 29  88  2.25  5.00  3.96  2.66 229.5 168.8  99.4  7.86  60.3  91.6  3.26  0.50
 3 29  88  2.50  5.14  3.96  2.74 214.9 165.9 100.9  6.63  47.2  70.2  3.05  0.50
 3 29  88  2.75  4.76  3.96  2.82 220.6 157.1 100.1  7.65  65.8 107.9  3.23  0.50
 3 29  88  3.00  4.60  3.88  2.82 214.2 153.1 100.4  6.93  63.7 110.0  2.88  0.50
 3 29  88  3.25  4.84  4.04  2.82 235.5 164.3 101.1  8.91  74.2 123.2  2.93  0.50
 3 29  88  3.50  5.16  4.20  2.82 244.1 174.8 100.1  9.96  72.1 115.0  2.60  0.51
 3 29  88  3.75  5.38  4.12  2.90 239.5 175.4 102.1  9.18  59.9  95.4  2.37  0.68
 3 29  88  4.00  5.54  4.04  2.90 235.5 168.9 100.1  9.10  55.7  88.0  2.42  1.00
 3 29  88  4.25  5.64  4.12  2.90 240.6 169.5  98.9 10.24  61.2  93.5  2.92  0.70
 3 29  88  4.50  5.85  4.12  2.90 235.5 166.4 100.4  9.61  52.5  88.6  2.18  0.70
 3 29  88  4.75  6.17  4.12  2.90 228.8 172.1 100.5  8.47  40.3  63.1  2.16  1.19
 3 29  88  5.00  6.17  4.20  2.90 228.0 171.5 100.8  9.08  44.0  67.1  2.70  1.00
 3 29  88  5.25  6.10  4.12  2.90 239.0 170.5 101.4 10.23  51.2  80.7  2.56  1.00
