LT f02
 0  25
 1  24
 2  28
 3  30
 4  32
 5  34
 6  29
 7  26
 8  37
 9  54
10  59
11  58
12  62
13  62
14  54
15  51
16  44
17  36
18  26
19  26
20  32
21  40
22  46
23  45
