mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 1 24  24  0.00  2.72  0.00  0.00 273.3   0.0   0.0  1.87  48.7  85.2  2.95  0.00
 1 24  24  0.50  2.88  0.00  0.00 264.8   0.0   0.0  2.23  51.2  87.1  3.36  0.00
 1 24  24  0.75  3.36  0.00  0.00 248.3   0.0   0.0  3.01  50.8  87.4  3.22  0.00
 1 24  24  1.00  3.84  0.00  0.00 245.0   0.0   0.0  4.17  53.9  99.0  2.63  0.00
 1 24  24  1.25  4.32  0.00  0.00 251.5   0.0   0.0  5.79  60.3  84.9  6.00  0.00
 1 24  24  1.50  4.72  0.00  0.00 211.6   0.0   0.0  3.23  25.9  43.8  2.72  0.00
 1 24  24  1.75  4.88  0.00  0.00 215.3   0.0   0.0  3.40  25.4  36.5  5.71  0.00
 1 24  24  2.00  4.96  0.00  0.00 211.8   0.0   0.0  3.62  25.9  43.2  2.90  0.00
 1 24  24  2.25  5.04  0.00  2.02 204.6   0.0 110.0  3.89  27.0  51.5  1.81  0.00
 1 24  24  2.50  4.96  0.00  2.10 200.6   0.0  97.1  4.44  32.0  60.7  1.91  0.00
 1 24  24  2.75  4.80  0.00  2.18 191.1   0.0  98.9  3.72  28.5  57.9  1.61  0.00
 1 24  24  3.00  4.48  0.00  2.26 201.3   0.0 101.0  4.42  40.1  70.3  2.62  0.00
 1 24  24  3.25  5.13  3.32  2.34 221.6 158.0 101.1  5.92  41.6  82.5  1.81  0.50
 1 24  24  3.50  5.29  3.24  2.34 203.1 151.0 101.3  5.19  34.4  55.5  2.87  0.70
 1 24  24  3.75  4.88  0.00  0.00 199.1   0.0   0.0  4.13  30.6  59.5  1.77  0.00
 1 24  24  4.00  4.89  3.56  2.42 204.7 162.7 102.7  4.72  36.4  56.4  2.96  0.50
 1 24  24  4.25  4.74  3.48  2.42 208.4 166.3 102.3  4.54  37.3  56.1  3.53  0.50
 1 24  24  4.50  4.90  3.72  2.42 217.9 171.3 103.4  5.57  43.5  65.4  3.48  0.50
 1 24  24  4.75  4.82  3.24  2.42 200.7 153.9 101.3  4.35  34.2  55.7  2.56  0.58
 1 24  24  5.00  4.66  3.56  0.00 206.4 168.3   0.0  4.30  36.4  54.1  3.60  0.50
 1 24  24  5.25  4.74  3.56  0.00 218.9 161.2   0.0  5.85  49.3  82.1  2.96  0.50
 1 24  24  5.50  4.81  3.48  0.00 216.4 174.6   0.0  4.75  37.6  54.0  3.92  0.50
 1 24  24  5.75  5.21  3.48  0.00 215.4 166.2   0.0  5.48  37.1  57.8  3.06  0.56
 1 24  24  6.00  5.21  3.32  0.00 203.6 164.3   0.0  4.13  27.1  43.0  2.56  0.60
 1 24  24  6.25  4.82  0.00  0.00 208.0   0.0   0.0  4.85  37.8  58.8  3.65  0.00
 1 24  24  6.50  4.98  3.40  0.00 234.5 158.2   0.0  7.19  55.1 102.6  2.31  0.01
 1 24  24  6.75  5.05  3.40  2.42 209.3 156.4 102.0  5.30  38.5  64.4  2.58  0.50
 1 24  24  7.00  4.89  3.64  0.00 215.9 168.4   0.0  5.12  39.7  75.2  2.07  0.50
 1 24  24  7.25  5.04  3.32  0.00 211.2 167.3   0.0  4.54  32.5  50.7  2.96  0.55
 1 24  24  7.50  4.96  0.00  0.00 202.7   0.0   0.0  3.96  28.1  55.9  1.65  0.00
 1 24  24  7.75  4.72  0.00  0.00 229.1   0.0   0.0  6.51  55.5  77.9  6.00  0.00
 1 24  24  8.00  4.88  0.00  0.00 213.7   0.0   0.0  4.91  37.6  68.7  2.25  0.00
 1 24  24  8.25  4.72  0.00  0.00 202.3   0.0   0.0  3.46  27.3  50.3  1.99  0.00
 1 24  24  8.50  4.40  0.00  0.00 226.6   0.0   0.0  5.81  58.0  81.7  6.00  0.00
 1 24  24  8.75  4.32  0.00  0.00 235.6   0.0   0.0  5.76  59.6  86.1  6.00  0.00
 1 24  24  9.00  4.24  0.00  0.00 224.4   0.0   0.0  4.42  46.7  66.8  6.00  0.00
 1 24  24  9.25  3.85  0.00  0.00 209.1   0.0   0.0  2.28  27.7  39.4  6.00  0.00
 1 24  24  9.50  3.76  0.00  0.00 238.9   0.0   0.0  4.14  57.2  78.2  6.00  0.00
 1 24  24  9.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
 1 24  24 10.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
 1 24  24 10.25  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
 1 24  24 10.50  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
 1 24  24 10.75  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
 1 24  24 11.00  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
 1 24  24 11.25  0.00  0.00  0.00   0.0   0.0   0.0  0.00   0.0   0.0  0.00  0.00
 1 24  24 11.50  2.56  0.00  0.00 268.6   0.0   0.0  1.23  36.3  65.6  2.55  0.00
 1 24  24 11.75  2.48  0.00  0.00 266.7   0.0   0.0  1.27  39.9  71.7  2.61  0.00
 1 24  24 12.00  2.40  0.00  0.00 270.0   0.0   0.0  1.15  38.6  69.5  2.60  0.00
 1 24  24 12.25  2.48  0.00  0.00 287.0   0.0   0.0  1.48  46.5  83.6  2.63  0.00
 1 24  24 12.50  2.32  0.00  0.00 289.5   0.0   0.0  1.17  41.9  75.3  2.62  0.00
 1 24  24 12.75  2.48  0.00  0.00 278.7   0.0   0.0  1.50  47.6  85.1  2.68  0.00
 1 24  24 13.00  2.48  0.00  0.00 284.6   0.0   0.0  1.31  41.2  73.9  2.64  0.00
 1 24  24 13.50  2.56  0.00  0.00 276.8   0.0   0.0  1.51  44.9  80.4  2.67  0.00
 1 24  24 13.75  2.40  0.00  0.00 297.9   0.0   0.0  1.36  45.5  81.9  2.62  0.00
 1 24  24 14.00  2.72  0.00  0.00 283.0   0.0   0.0  1.69  44.5  79.9  2.63  0.00
 1 24  24 14.25  2.96  0.00  0.00 285.1   0.0   0.0  1.92  42.6  76.9  2.56  0.00
 1 24  24 14.50  2.72  0.00  0.00 274.8   0.0   0.0  1.65  43.3  77.9  2.61  0.00
 1 24  24 14.75  2.56  0.00  0.00 291.6   0.0   0.0  1.47  43.4  78.4  2.58  0.00
 1 24  24 15.00  2.56  0.00  0.00 307.4   0.0   0.0  1.58  46.6  84.0  2.59  0.00
 1 24  24 15.25  2.56  0.00  0.00 308.1   0.0   0.0  1.66  49.0  88.2  2.60  0.00
 1 24  24 15.50  2.96  0.00  0.00 306.8   0.0   0.0  1.96  43.3  78.5  2.52  0.00
 1 24  24 15.75  3.04  0.00  0.00 306.6   0.0   0.0  2.20  46.2  83.8  2.52  0.00
 1 24  24 16.00  3.04  0.00  0.00 301.3   0.0   0.0  2.14  44.9  81.3  2.53  0.00
 1 24  24 16.25  3.28  0.00  0.00 322.3   0.0   0.0  2.74  49.4  90.3  2.43  0.00
 1 24  24 16.50  2.88  0.00  0.00 306.0   0.0   0.0  2.19  51.2  92.5  2.56  0.00
 1 24  24 16.75  3.12  0.00  0.00 297.6   0.0   0.0  2.15  42.8  77.7  2.50  0.00
 1 24  24 17.00  3.36  0.00  0.00 298.6   0.0   0.0  2.56  43.9  80.0  2.46  0.00
 1 24  24 17.25  3.28  0.00  0.00 295.0   0.0   0.0  2.52  45.3  82.7  2.45  0.00
 1 24  24 17.50  3.12  0.00  0.00 309.7   0.0   0.0  2.43  48.3  87.9  2.49  0.00
 1 24  24 17.75  3.04  0.00  0.00 317.1   0.0   0.0  2.32  48.5  88.4  2.46  0.00
 1 24  24 18.00  3.12  0.00  0.00 312.2   0.0   0.0  2.47  49.1  89.5  2.46  0.00
 1 24  24 18.25  3.28  0.00  0.00 320.8   0.0   0.0  2.72  48.9  89.2  2.45  0.00
 1 24  24 18.50  3.04  0.00  0.00 316.6   0.0   0.0  2.31  48.4  88.2  2.48  0.00
 1 24  24 18.75  3.20  0.00  0.00 304.8   0.0   0.0  2.37  44.8  81.9  2.45  0.00
 1 24  24 19.00  3.20  0.00  0.00 301.8   0.0   0.0  2.58  48.8  88.8  2.49  0.00
 1 24  24 19.25  2.80  0.00  0.00 310.0   0.0   0.0  2.01  49.7  89.6  2.58  0.00
 1 24  24 19.50  2.88  0.00  0.00 310.1   0.0   0.0  1.83  42.7  77.6  2.51  0.00
 1 24  24 19.75  3.04  0.00  0.00 315.7   0.0   0.0  2.27  47.5  86.7  2.46  0.00
 1 24  24 20.25  2.96  0.00  0.00 283.0   0.0   0.0  2.02  44.8  80.8  2.59  0.00
 1 24  24 20.50  2.96  0.00  0.00 286.8   0.0   0.0  2.10  46.5  84.1  2.54  0.00
 1 24  24 20.75  3.36  0.00  0.00 283.3   0.0   0.0  2.50  42.9  78.3  2.45  0.00
 1 24  24 21.00  3.28  0.00  0.00 280.8   0.0   0.0  2.28  40.9  74.9  2.42  0.00
 1 24  24 21.25  3.28  0.00  0.00 282.8   0.0   0.0  2.33  42.0  76.5  2.47  0.00
 1 24  24 21.50  3.28  0.00  0.00 275.2   0.0   0.0  2.28  41.1  74.7  2.49  0.00
