mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 2 23  54  0.00  4.00  0.00  0.00 216.5   0.0   0.0  2.10  23.7  41.4  2.63  0.00
 2 23  54  0.25  4.32  0.00  1.30 214.8   0.0 101.9  2.51  24.5  35.6  5.76  0.00
 2 23  54  0.50  4.57  0.00  0.00 212.2   0.0   0.0  3.09  26.8  42.9  3.56  0.00
 2 23  54  0.75  4.89  2.58  1.86 200.7 158.6  99.7  3.36  25.9  40.9  3.38  0.50
 2 23  54  1.00  4.89  2.60  1.86 200.9 155.8 103.8  3.34  25.5  44.4  2.32  0.50
 2 23  54  1.25  4.96  2.76  2.02 196.3 151.1 100.7  3.65  27.1  45.6  2.63  0.51
 2 23  54  1.50  5.05  3.08  2.10 203.7 155.6 101.2  4.53  33.1  51.7  3.47  0.50
 2 23  54  1.75  5.13  3.00  2.18 201.5 153.3 101.8  4.19  29.0  52.1  2.17  0.50
 2 23  54  2.00  5.21  2.97  2.26 198.9 145.1 100.8  4.39  29.4  57.1  1.80  0.50
 2 23  54  2.25  5.54  3.48  2.34 221.1 154.7 100.4  7.60  47.3  73.9  3.60  0.50
 2 23  54  2.50  5.61  3.48  2.34 206.6 159.5  99.6  5.40  31.5  52.4  2.55  0.50
 2 23  54  2.75  5.48  3.40  2.42 222.7 153.3 102.8  7.84  50.1  75.1  4.24  0.50
 2 23  54  3.00  5.46  3.56  2.50 195.1 153.4 102.1  4.81  29.4  49.3  2.37  0.52
 2 23  54  3.25  5.14  3.64  2.50 208.4 154.1 100.2  6.06  43.3  73.3  2.65  0.50
 2 23  54  3.50  5.38  3.53  2.58 219.7 147.4  98.8  7.71  50.7  87.5  2.60  0.50
 2 23  54  3.75  6.01  3.64  2.58 245.2 156.7 102.2 10.89  57.3 106.5  2.16  0.50
 2 23  54  4.00  5.93  3.86  2.66 213.7 160.9 102.8  6.85  35.7  61.5  2.19  0.56
 2 23  54  4.25  5.53  3.72  2.66 199.9 153.4 100.7  5.67  34.1  55.6  2.52  0.55
 2 23  54  4.50  5.69  3.80  2.66 212.7 160.0  99.4  6.44  36.3  62.1  2.10  0.60
 2 23  54  4.75  5.62  3.80  2.66 211.8 173.1 100.5  5.48  31.2  46.8  2.94  0.50
 2 23  54  5.00  5.38  3.88  2.66 214.0 165.3 100.8  6.40  41.1  64.7  2.87  0.50
 2 23  54  5.50  5.30  3.86  2.66 207.7 166.0 102.4  5.61  36.8  54.4  3.12  0.50
 2 23  54  5.75  5.05  3.72  2.66 203.7 152.9  99.4  5.82  42.9  73.6  2.36  0.50
 2 23  54  6.00  5.13  3.78  2.66 208.4 160.0 101.5  5.71  40.1  70.0  2.11  0.50
 2 23  54  6.25  5.13  3.72  2.66 207.9 156.3 102.9  5.77  40.6  71.7  2.06  0.50
 2 23  54  6.50  5.06  3.48  2.58 207.8 151.0 102.2  5.70  41.6  70.1  2.45  0.51
 2 23  54  6.75  5.13  3.72  2.58 207.5 166.9 100.8  5.02  34.7  55.2  2.53  0.50
 2 23  54  7.00  4.98  3.80  2.58 215.3 162.2 102.5  6.25  47.6  81.6  2.54  0.50
 2 23  54  7.25  5.14  3.64  2.50 217.7 163.8 101.2  5.96  41.8  73.9  2.17  0.50
 2 23  54  7.50  5.05  3.64  2.50 212.7 161.7 104.4  5.65  41.2  72.0  2.28  0.50
 2 23  54  7.75  5.13  3.48  2.42 223.0 166.2 105.3  5.85  40.9  71.4  2.22  0.50
 2 23  54  8.00  5.06  3.48  2.42 236.2 194.0 108.5  5.18  36.5  50.9  4.77  0.50
 2 23  54  8.25  4.88  0.00  2.34 213.5   0.0 103.7  5.29  40.2  73.1  2.19  0.00
 2 23  54  8.50  5.13  3.24  2.26 233.3 200.1 111.0  3.92  25.7  37.0  3.46  0.50
 2 23  54  8.75  5.13  0.00  2.26 216.1   0.0 110.7  4.66  31.0  60.9  1.71  0.00
 2 23  54  9.00  4.98  2.88  2.10 223.0 170.4 107.6  4.87  36.6  54.1  4.45  0.50
 2 23  54  9.25  4.64  0.00  2.02 211.8   0.0 103.7  4.07  33.6  63.2  1.97  0.00
 2 23  54  9.50  4.64  0.00  1.86 216.4   0.0 104.5  3.82  31.5  58.7  1.98  0.00
 2 23  54  9.75  4.57  0.00  0.00 228.2   0.0   0.0  4.53  40.0  66.2  3.26  0.00
 2 23  54 10.00  4.40  0.00  0.00 217.2   0.0   0.0  2.99  27.5  43.8  3.54  0.00
 2 23  54 10.25  4.40  0.00  0.00 227.4   0.0   0.0  3.44  32.4  58.4  2.45  0.00
 2 23  54 10.50  4.32  0.00  0.00 242.3   0.0   0.0  4.59  47.0  83.4  2.78  0.00
 2 23  54 10.75  3.92  0.00  0.00 247.4   0.0   0.0  3.66  45.7  79.2  3.09  0.00
 2 23  54 11.00  3.36  0.00  0.00 261.1   0.0   0.0  2.60  44.0  77.5  2.87  0.00
 2 23  54 11.25  3.20  0.00  0.00 288.3   0.0   0.0  2.89  54.7  96.9  2.80  0.00
 2 23  54 11.50  3.20  0.00  0.00 300.3   0.0   0.0  2.83  53.6  96.2  2.64  0.00
 2 23  54 11.75  3.28  0.00  0.00 287.3   0.0   0.0  2.41  43.4  78.6  2.52  0.00
 2 23  54 12.00  3.20  0.00  0.00 278.7   0.0   0.0  2.06  38.8  70.9  2.45  0.00
 2 23  54 12.25  3.20  0.00  0.00 276.2   0.0   0.0  2.13  40.2  73.4  2.45  0.00
 2 23  54 12.50  3.12  0.00  0.00 280.6   0.0   0.0  2.25  44.9  81.7  2.48  0.00
 2 23  54 12.75  3.12  0.00  0.00 281.8   0.0   0.0  1.83  36.3  66.1  2.48  0.00
 2 23  54 13.00  3.04  0.00  0.00 272.3   0.0   0.0  1.88  39.5  71.7  2.52  0.00
 2 23  54 13.25  2.96  0.00  0.00 279.8   0.0   0.0  2.05  45.4  82.0  2.56  0.00
 2 23  54 13.50  2.96  0.00  0.00 260.4   0.0   0.0  1.65  36.5  66.2  2.53  0.00
 2 23  54 13.75  2.80  0.00  0.00 255.3   0.0   0.0  1.49  36.9  66.6  2.57  0.00
 2 23  54 14.00  2.64  0.00  0.00 272.6   0.0   0.0  1.47  40.8  73.7  2.57  0.00
 2 23  54 14.25  2.72  0.00  0.00 294.0   0.0   0.0  1.78  46.6  84.2  2.56  0.00
 2 23  54 14.50  2.64  0.00  0.00 291.6   0.0   0.0  1.60  44.5  80.4  2.56  0.00
 2 23  54 14.75  2.72  0.00  0.00 306.8   0.0   0.0  1.81  47.5  86.0  2.54  0.00
 2 23  54 15.00  2.88  0.00  0.00 289.5   0.0   0.0  1.75  40.8  74.1  2.51  0.00
 2 23  54 15.25  2.96  0.00  0.00 294.0   0.0   0.0  2.07  45.9  83.1  2.54  0.00
 2 23  54 15.75  3.20  0.00  0.00 311.1   0.0   0.0  2.38  45.0  82.3  2.42  0.00
 2 23  54 16.00  3.12  0.00  0.00 291.6   0.0   0.0  2.20  43.8  79.9  2.45  0.00
 2 23  54 16.25  3.12  0.00  0.00 286.6   0.0   0.0  2.10  41.7  76.3  2.43  0.00
 2 23  54 16.50  3.04  0.00  0.00 292.9   0.0   0.0  2.16  45.3  82.7  2.46  0.00
 2 23  54 17.00  3.12  0.00  0.00 308.7   0.0   0.0  2.30  45.6  83.4  2.44  0.00
 2 23  54 17.25  3.12  0.00  0.00 293.5   0.0   0.0  1.89  37.5  68.6  2.44  0.00
 2 23  54 17.50  3.20  0.00  0.00 304.1   0.0   0.0  2.22  41.8  76.6  2.41  0.00
 2 23  54 17.75  3.12  0.00  0.00 305.6   0.0   0.0  2.13  42.2  77.4  2.42  0.00
 2 23  54 18.00  3.20  0.00  0.00 318.6   0.0   0.0  2.78  54.2  80.3  6.00  0.00
 2 23  54 18.25  3.28  0.00  0.00 314.2   0.0   0.0  2.61  47.0  85.8  2.44  0.00
 2 23  54 18.50  3.36  0.00  0.00 309.1   0.0   0.0  2.62  44.8  82.1  2.41  0.00
 2 23  54 18.75  3.28  0.00  0.00 294.1   0.0   0.0  2.14  38.5  70.4  2.43  0.00
 2 23  54 19.00  3.28  0.00  0.00 309.6   0.0   0.0  2.24  40.2  73.7  2.42  0.00
 2 23  54 19.25  3.36  0.00  0.00 302.1   0.0   0.0  1.96  34.0  55.1  3.99  0.00
 2 23  54 19.50  3.36  0.00  0.00 311.5   0.0   0.0  2.91  51.7  75.7  6.00  0.00
 2 23  54 19.75  3.44  0.00  0.00 297.5   0.0   0.0  2.59  43.7  64.6  6.00  0.00
 2 23  54 20.00  3.44  0.00  0.00 286.7   0.0   0.0  2.24  36.5  67.0  2.40  0.00
 2 23  54 20.25  3.44  0.00  0.00 280.6   0.0   0.0  2.28  37.3  68.3  2.41  0.00
 2 23  54 20.50  3.44  0.00  0.00 292.8   0.0   0.0  2.50  40.8  74.8  2.40  0.00
 2 23  54 20.75  3.44  0.00  0.00 288.2   0.0   0.0  2.45  40.0  73.4  2.41  0.00
 2 23  54 21.00  3.44  0.00  0.00 287.3   0.0   0.0  2.41  39.4  72.1  2.42  0.00
 2 23  54 21.25  3.36  0.00  0.00 288.8   0.0   0.0  2.39  40.9  74.9  2.43  0.00
 2 23  54 21.50  3.28  0.00  0.00 290.7   0.0   0.0  2.37  42.6  78.0  2.42  0.00
 2 23  54 21.75  3.36  0.00  0.00 289.3   0.0   0.0  2.45  42.0  76.8  2.44  0.00
 2 23  54 22.00  3.44  0.00  0.00 279.6   0.0   0.0  2.37  38.8  71.1  2.41  0.00
 2 23  54 22.25  3.44  0.00  0.00 268.2   0.0   0.0  2.49  40.9  74.7  2.45  0.00
 2 23  54 22.50  3.44  0.00  0.00 266.9   0.0   0.0  2.39  39.2  71.4  2.49  0.00
 2 23  54 22.75  3.20  0.00  0.00 238.5   0.0   0.0  1.77  33.4  60.5  2.55  0.00
 2 23  54 23.00  2.56  0.00  0.00 248.3   0.0   0.0  1.47  43.4  76.4  2.89  0.00
 2 23  54 23.25  2.56  0.00  0.00 297.9   0.0   0.0  2.08  61.6 109.0  2.87  0.00
 2 23  54 23.50  2.88  0.00  0.00 252.6   0.0   0.0  1.67  38.0  66.2  3.02  0.00
 2 23  54 23.75  3.36  0.00  0.00 243.0   0.0   0.0  2.68  45.3  76.8  3.50  0.00
