mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 3 22  81  0.00  3.80  3.08  1.86 246.3 193.2 108.8  4.19  54.5  85.6  3.04  0.50
 3 22  81  0.25  4.25  3.00  1.94 217.8 177.0 107.5  3.33  33.4  52.7  2.75  0.50
 3 22  81  0.50  4.18  3.08  2.10 217.0 169.5 110.1  3.85  40.8  64.3  3.18  0.50
 3 22  81  0.75  4.26  0.00  2.18 221.1   0.0 102.5  4.70  47.2  88.6  2.09  0.00
 3 22  81  1.00  4.44  3.32  2.26 232.1 167.4 103.5  5.81  56.1  89.5  3.15  0.50
 3 22  81  1.25  4.52  3.46  2.34 228.6 170.9 104.6  5.67  52.6  82.4  3.53  0.50
 3 22  81  1.50  4.52  3.32  2.42 234.0 158.8 102.2  6.48  60.6 110.3  2.41  0.50
 3 22  81  1.75  4.82  3.80  2.50 223.1 173.2 101.8  5.98  47.8  84.9  1.82  0.50
 3 22  81  2.00  5.22  3.80  2.58 226.5 173.8 102.6  6.62  44.9  73.4  2.27  0.55
 3 22  81  2.25  5.30  3.80  2.66 220.2 173.3 103.6  6.02  39.0  65.2  2.22  0.50
 3 22  81  2.50  5.14  3.88  2.66 213.5 164.4 103.5  6.10  42.7  75.5  1.89  0.50
 3 22  81  2.75  5.22  3.88  2.74 222.0 171.5 102.9  6.49  43.9  72.1  2.27  0.50
 3 22  81  3.00  5.16  3.96  2.74 226.9 161.7 100.6  8.16  58.6  98.0  2.62  0.50
 3 22  81  3.25  5.44  3.96  2.74 257.8 176.1 101.2  9.71  61.3 139.6  1.40  0.50
 3 22  81  3.50  5.86  3.96  2.82 227.0 163.0 101.8  8.21  43.8  72.4  2.07  1.16
 3 22  81  3.75  5.94  4.04  2.82 230.6 173.7 100.8  8.21  42.5  67.5  2.33  1.00
 3 22  81  4.00  5.86  4.02  2.90 234.1 167.2 102.8  9.10  49.2  82.1  2.26  0.70
 3 22  81  4.25  6.09  4.04  2.90 223.7 178.1 102.9  7.08  33.9  50.2  2.37  1.00
 3 22  81  4.50  5.94  4.10  2.90 222.4 164.7 103.7  8.38  44.1  73.4  2.33  0.54
 3 22  81  4.75  5.54  4.12  2.90 223.8 167.7 103.3  7.99  48.5  80.1  2.24  0.56
 3 22  81  5.00  5.62  4.04  2.90 228.0 163.9 102.2  8.66  51.5  86.4  2.29  0.57
 3 22  81  5.25  5.46  4.12  2.90 232.2 170.3 101.0  8.79  55.6  92.4  2.37  0.50
 3 22  81  5.50  5.56  4.12  2.90 247.9 178.3 100.9  9.83  59.9  97.9  2.53  0.50
 3 22  81  5.75  5.64  4.12  2.90 243.6 167.2 102.7 10.50  62.8 105.0  2.45  0.55
 3 22  81  6.00  5.78  4.12  2.90 228.0 169.5 103.4  8.18  44.8  82.2  1.62  0.70
 3 22  81  6.25  6.18  4.06  2.82 240.0 168.8 101.7 10.09  48.8  83.6  2.10  1.00
 3 22  81  6.50  6.18  3.96  2.82 229.8 163.8 100.5  9.22  44.7  71.1  2.56  1.00
 3 22  81  6.75  5.85  4.04  2.82 221.0 168.5 100.7  7.55  40.4  65.8  2.23  0.68
 3 22  81  7.00  5.62  3.96  2.82 223.9 162.8 103.4  8.04  47.5  78.1  2.44  0.59
 3 22  81  7.25  5.46  3.88  2.74 227.6 162.9 102.3  7.97  50.1  87.6  2.20  0.50
 3 22  81  7.50  5.46  3.88  2.74 226.8 164.2 101.6  7.73  48.3  84.3  2.08  0.55
 3 22  81  7.75  5.48  3.80  2.66 229.6 164.0 102.4  8.04  50.3  82.6  2.61  0.51
 3 22  81  8.00  5.38  3.80  2.66 219.6 160.9 101.7  6.97  44.7  80.5  2.02  0.50
 3 22  81  8.25  5.38  3.88  2.58 226.1 167.2 100.0  7.39  47.7  83.4  2.20  0.50
 3 22  81  8.50  5.37  3.72  2.50 223.5 169.7 101.2  6.38  40.6  70.6  2.10  0.50
 3 22  81  8.75  5.45  3.56  2.50 217.7 164.5 102.1  5.91  36.2  62.7  2.12  0.58
 3 22  81  9.00  5.32  3.48  2.42 233.7 178.0 101.1  6.59  43.3  63.8  3.95  0.50
 3 22  81  9.25  5.14  3.32  2.34 223.2 162.8 105.3  6.20  43.7  69.8  3.07  0.50
 3 22  81  9.50  5.06  0.00  2.26 233.4   0.0 103.1  6.34  45.1  74.3  2.95  0.00
 3 22  81  9.75  5.06  0.00  2.18 226.5   0.0 108.6  4.92  33.8  66.8  1.73  0.00
 3 22  81 10.00  5.06  0.00  2.02 230.8   0.0 107.2  5.77  41.5  68.1  3.09  0.00
 3 22  81 10.25  4.97  0.00  1.86 230.3   0.0 107.8  4.60  33.4  60.2  2.21  0.00
 3 22  81 10.50  4.97  0.00  1.78 229.0   0.0 108.7  4.36  31.7  54.2  2.67  0.00
 3 22  81 10.75  4.89  0.00  0.00 234.6   0.0   0.0  4.27  32.5  54.1  3.10  0.00
 3 22  81 11.00  4.89  0.00  0.00 241.2   0.0   0.0  3.88  29.6  49.9  2.97  0.00
 3 22  81 11.25  4.89  0.00  0.00 240.3   0.0   0.0  4.10  32.0  52.4  3.62  0.00
 3 22  81 11.50  4.88  0.00  0.00 236.9   0.0   0.0  3.43  27.0  44.2  3.60  0.00
 3 22  81 11.75  4.56  0.00  0.00 262.5   0.0   0.0  4.98  46.4  82.3  2.78  0.00
 3 22  81 12.00  4.32  0.00  0.00 280.8   0.0   0.0  4.81  49.8  90.0  2.57  0.00
 3 22  81 12.25  4.32  0.00  0.00 284.1   0.0   0.0  4.18  43.4  78.9  2.50  0.00
 3 22  81 12.50  4.24  0.00  0.00 290.9   0.0   0.0  4.74  52.6  78.8  6.00  0.00
 3 22  81 12.75  4.40  0.00  0.00 287.3   0.0   0.0  3.26  32.5  59.2  2.47  0.00
 3 22  81 13.00  4.48  0.00  0.00 277.2   0.0   0.0  3.10  30.0  52.6  2.85  0.00
 3 22  81 13.25  4.48  0.00  0.00 288.8   0.0   0.0  4.08  39.3  72.5  2.36  0.00
 3 22  81 13.50  4.40  0.00  0.00 294.4   0.0   0.0  4.29  42.9  79.0  2.36  0.00
 3 22  81 13.75  4.32  0.00  0.00 300.0   0.0   0.0  4.32  44.8  82.4  2.37  0.00
 3 22  81 14.00  4.32  0.00  0.00 297.5   0.0   0.0  3.82  39.6  72.9  2.36  0.00
 3 22  81 14.25  4.32  0.00  0.00 299.9   0.0   0.0  4.24  44.0  81.0  2.38  0.00
 3 22  81 14.50  4.24  0.00  0.00 297.4   0.0   0.0  3.99  43.0  79.1  2.39  0.00
 3 22  81 14.75  4.24  0.00  0.00 296.0   0.0   0.0  4.03  43.4  79.9  2.38  0.00
 3 22  81 15.00  4.16  0.00  0.00 296.3   0.0   0.0  3.98  44.6  81.9  2.39  0.00
 3 22  81 15.25  4.16  0.00  0.00 298.3   0.0   0.0  3.94  44.1  81.0  2.39  0.00
 3 22  81 15.50  4.16  0.00  0.00 292.7   0.0   0.0  3.69  41.3  76.0  2.37  0.00
 3 22  81 15.75  4.08  0.00  0.00 297.9   0.0   0.0  3.98  46.4  85.1  2.40  0.00
 3 22  81 16.00  4.08  0.00  0.00 293.1   0.0   0.0  3.95  46.0  84.3  2.41  0.00
 3 22  81 16.25  3.84  0.00  0.00 290.3   0.0   0.0  3.34  43.9  80.6  2.40  0.00
 3 22  81 16.50  3.76  0.00  0.00 298.2   0.0   0.0  3.15  43.2  79.3  2.39  0.00
 3 22  81 16.75  3.84  0.00  0.00 305.7   0.0   0.0  3.54  46.5  85.3  2.40  0.00
 3 22  81 17.00  3.76  0.00  0.00 302.5   0.0   0.0  3.23  44.2  81.2  2.39  0.00
 3 22  81 17.25  3.76  0.00  0.00 302.5   0.0   0.0  3.40  46.6  85.3  2.42  0.00
 3 22  81 17.50  3.76  0.00  0.00 278.8   0.0   0.0  2.18  30.0  51.2  3.21  0.00
 3 22  81 17.75  3.76  0.00  0.00 301.8   0.0   0.0  3.42  47.0  85.9  2.43  0.00
 3 22  81 18.00  3.68  0.00  0.00 304.1   0.0   0.0  3.18  45.5  83.4  2.41  0.00
 3 22  81 18.25  3.68  0.00  0.00 300.9   0.0   0.0  3.39  48.6  88.8  2.44  0.00
 3 22  81 18.50  3.68  0.00  0.00 303.3   0.0   0.0  3.08  43.9  80.6  2.40  0.00
 3 22  81 18.75  3.68  0.00  0.00 307.0   0.0   0.0  3.27  46.8  85.7  2.42  0.00
 3 22  81 19.00  3.60  0.00  0.00 297.7   0.0   0.0  3.15  47.2  86.2  2.44  0.00
 3 22  81 19.25  3.68  0.00  0.00 307.2   0.0   0.0  3.40  48.7  89.1  2.42  0.00
 3 22  81 19.50  3.60  0.00  0.00 303.6   0.0   0.0  3.01  45.0  82.6  2.41  0.00
 3 22  81 19.75  3.68  0.00  0.00 313.8   0.0   0.0  3.52  50.4  92.4  2.41  0.00
 3 22  81 20.00  3.76  0.00  0.00 305.2   0.0   0.0  3.54  48.6  88.8  2.43  0.00
 3 22  81 20.25  3.68  0.00  0.00 293.8   0.0   0.0  2.98  42.7  78.2  2.42  0.00
 3 22  81 20.50  3.68  0.00  0.00 300.3   0.0   0.0  3.06  43.8  80.4  2.40  0.00
 3 22  81 20.75  3.76  0.00  0.00 304.0   0.0   0.0  3.44  47.2  86.5  2.42  0.00
 3 22  81 21.00  3.68  0.00  0.00 289.5   0.0   0.0  3.03  43.4  79.4  2.43  0.00
 3 22  81 21.25  3.68  0.00  0.00 300.4   0.0   0.0  3.36  48.2  88.1  2.44  0.00
 3 22  81 21.50  3.68  0.00  0.00 291.5   0.0   0.0  3.12  44.6  81.4  2.45  0.00
 3 22  81 21.75  3.68  0.00  0.00 292.3   0.0   0.0  3.51  50.4  91.4  2.51  0.00
 3 22  81 22.00  3.68  0.00  0.00 285.2   0.0   0.0  3.17  45.3  82.1  2.52  0.00
 3 22  81 22.25  3.68  0.00  0.00 281.0   0.0   0.0  3.35  47.9  85.9  2.64  0.00
 3 22  81 22.50  3.84  0.00  0.00 268.9   0.0   0.0  2.72  35.0  61.1  2.82  0.00
 3 22  81 22.75  3.92  0.00  0.00 271.8   0.0   0.0  4.18  53.2  75.3  6.00  0.00
 3 22  81 23.00  4.00  0.00  0.00 235.3   0.0   0.0  2.51  28.5  43.4  4.42  0.00
 3 22  81 23.25  3.94  0.00  0.00 231.8   0.0   0.0  2.37  27.1  37.7  6.00  0.00
 3 22  81 23.50  3.85  0.00  0.00 221.4   0.0   0.0  2.46  28.9  50.2  2.54  0.00
 3 22  81 23.75  3.94  0.00  1.70 221.9   0.0 104.5  3.26  37.9  64.3  2.75  0.00
