mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 2  4  35  0.00  2.16  0.00  0.00 284.4   0.0   0.0  1.20  48.0  79.7  3.26  0.00
 2  4  35  0.25  2.56  0.00  0.00 259.8   0.0   0.0  1.79  51.6  85.8  3.81  0.00
 2  4  35  0.50  3.44  0.00  0.00 242.8   0.0   0.0  3.09  49.8  84.4  3.49  0.00
 2  4  35  0.75  3.69  0.00  0.00 211.1   0.0   0.0  1.63  20.7  33.2  3.51  0.00
 2  4  35  1.00  4.08  0.00  0.00 217.9   0.0   0.0  2.75  29.8  47.8  3.68  0.00
 2  4  35  1.25  4.41  0.00  0.00 222.9   0.0   0.0  3.48  32.4  53.3  3.24  0.00
 2  4  35  1.50  5.20  0.00  0.00 216.2   0.0   0.0  4.04  26.5  50.7  1.89  0.00
 2  4  35  1.75  5.60  0.00  1.86 204.5   0.0 106.4  3.92  21.9  40.9  1.88  0.00
 2  4  35  2.00  5.61  2.88  2.02 202.2 162.7 106.1  3.98  23.0  38.0  2.81  0.50
 2  4  35  2.25  5.61  3.08  2.10 202.8 158.6 105.3  4.48  26.1  46.1  2.31  0.50
 2  4  35  2.50  5.44  3.16  2.18 200.0 156.9 106.1  4.47  27.7  44.6  3.07  0.50
 2  4  35  2.75  5.13  3.24  2.26 197.8 163.8 105.1  3.59  24.4  38.5  2.90  0.50
 2  4  35  3.00  5.21  3.40  2.26 204.3 158.4  99.7  4.87  33.1  53.4  2.81  0.50
 2  4  35  3.25  5.00  3.32  2.34 219.9 150.7 101.7  6.96  53.9  80.2  4.68  0.50
 2  4  35  3.50  5.22  3.54  2.42 208.3 156.0 100.8  5.62  38.3  65.0  2.48  0.50
 2  4  35  3.75  5.21  3.48  2.42 205.3 155.5 100.9  5.25  35.8  61.8  2.35  0.50
 2  4  35  4.00  5.46  3.45  2.50 225.4 152.9 102.3  7.67  48.7  87.5  2.38  0.50
 2  4  35  4.25  5.29  3.64  2.50 209.9 159.7 101.9  5.67  37.4  63.5  2.38  0.50
 2  4  35  4.50  5.77  3.64  2.50 237.2 158.6 101.8  8.98  50.7  98.5  1.93  0.50
 2  4  35  4.75  5.61  3.72  2.50 213.3 160.0 101.1  6.53  38.5  65.5  2.44  0.50
