mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 2 14  45  0.00  2.48  0.00  0.00 219.4   0.0   0.0  0.77  21.0  37.4  2.53  0.00
 2 14  45  0.25  3.20  0.00  0.00 218.1   0.0   0.0  1.57  27.3  47.1  2.82  0.00
 2 14  45  0.50  3.84  0.00  0.00 213.5   0.0   0.0  2.25  27.3  48.7  2.39  0.00
 2 14  45  0.75  4.28  0.00  0.00 212.2   0.0   0.0  3.00  29.9  45.4  4.57  0.00
 2 14  45  1.00  4.64  0.00  0.00 204.4   0.0   0.0  2.96  24.2  43.9  2.10  0.00
 2 14  45  1.25  4.80  0.00  0.00 197.1   0.0   0.0  3.17  24.1  48.4  1.74  0.00
 2 14  45  1.50  4.88  0.00  0.00 204.2   0.0   0.0  3.86  28.8  55.2  1.93  0.00
 2 14  45  1.75  5.12  0.00  0.00 203.7   0.0   0.0  3.65  23.8  51.8  1.33  0.00
 2 14  45  2.00  5.04  0.00  0.00 198.9   0.0   0.0  3.84  26.4  54.4  1.56  0.00
 2 14  45  2.25  5.20  0.00  0.00 218.1   0.0   0.0  4.82  31.3  62.4  1.60  0.00
 2 14  45  2.50  5.36  0.00  0.00 203.7   0.0   0.0  4.46  26.9  60.4  1.28  0.00
 2 14  45  2.75  5.20  0.00  0.00 194.1   0.0   0.0  3.74  23.5  54.4  1.17  0.00
 2 14  45  3.00  4.90  3.32  0.00 202.6 161.9   0.0  4.05  30.5  52.4  2.38  0.50
 2 14  45  3.25  5.46  3.64  0.00 218.2 174.0   0.0  5.14  30.6  56.8  1.79  0.50
 2 14  45  3.50  5.96  3.78  0.00 220.7 180.1   0.0  5.53  27.4  46.0  2.23  0.50
 2 14  45  3.75  5.61  0.00  0.00 200.1   0.0   0.0  4.93  27.4  59.5  1.38  0.00
 2 14  45  4.00  5.28  0.00  0.00 209.2   0.0   0.0  5.94  38.6  70.9  2.20  0.00
 2 14  45  4.25  5.70  3.80  0.00 214.4 165.8   0.0  6.00  33.3  62.0  1.83  0.50
 2 14  45  4.50  5.64  3.56  0.00 205.6 154.9   0.0  5.88  34.0  60.0  2.28  0.50
 2 14  45  4.75  6.09  3.68  0.00 210.0 161.2   0.0  5.59  26.4  56.8  1.21  0.54
 2 14  45  5.00  6.02  3.72  2.66 205.2 163.2 100.1  5.39  26.3  47.2  1.85  0.50
 2 14  45  5.25  5.61  3.62  2.66 198.0 155.7  98.5  4.90  27.7  49.1  1.83  0.60
 2 14  45  5.50  5.30  3.69  0.00 202.1 160.5   0.0  4.95  32.0  54.7  2.24  0.50
 2 14  45  5.75  5.38  3.80  0.00 217.3 178.6   0.0  5.21  32.1  56.8  2.05  0.50
 2 14  45  6.00  5.62  3.72  0.00 224.4 161.6   0.0  7.48  44.2  78.4  2.32  0.50
 2 14  45  6.25  5.54  3.64  0.00 204.7 162.6   0.0  5.02  29.3  49.6  2.23  0.53
 2 14  45  6.50  5.14  3.64  0.00 200.1 160.0   0.0  4.66  32.0  54.6  2.36  0.50
 2 14  45  6.75  6.18  4.44  0.00 225.0 186.4   0.0  6.81  31.5  52.5  1.68  0.70
 2 14  45  7.25  5.38  3.34  2.50 214.3 178.0  99.5  4.50  27.4  40.0  3.26  0.50
 2 14  45  7.50  5.20  0.00  0.00 213.4   0.0   0.0  6.24  42.5  75.3  2.54  0.00
 2 14  45  7.75  5.85  3.43  0.00 211.7 163.2   0.0  4.94  25.1  57.7  1.11  0.50
 2 14  45  8.00  5.52  0.00  2.34 211.2   0.0 102.4  5.81  34.3  64.0  1.99  0.00
