mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 2 12  43  0.00  2.72  0.00  0.00 229.9   0.0   0.0  0.99  23.6  41.0  2.82  0.00
 2 12  43  0.25  3.28  0.00  0.00 234.8   0.0   0.0  2.01  34.0  61.6  2.52  0.00
 2 12  43  0.50  3.84  0.00  0.00 216.1   0.0   0.0  2.11  25.4  44.4  2.59  0.00
 2 12  43  0.75  4.24  0.00  0.00 210.1   0.0   0.0  2.56  25.0  51.1  1.73  0.00
 2 12  43  1.00  4.56  0.00  0.00 209.6   0.0   0.0  3.12  26.6  49.1  2.09  0.00
 2 12  43  1.25  4.89  0.00  0.00 214.2   0.0   0.0  3.88  29.0  52.7  2.23  0.00
 2 12  43  1.50  5.13  2.56  0.00 195.3 158.1   0.0  2.66  17.5  34.4  1.64  0.50
 2 12  43  1.75  5.21  0.00  2.02 198.4   0.0 101.5  3.37  21.1  44.0  1.43  0.00
 2 12  43  2.00  5.04  0.00  2.10 203.9   0.0 102.4  4.06  27.9  61.3  1.36  0.00
 2 12  43  2.25  5.30  3.32  2.18 199.3 161.3 101.9  4.05  26.0  41.3  2.73  0.57
 2 12  43  2.50  5.36  3.00  2.18 206.8 167.0 101.4  3.84  23.6  42.9  2.02  0.50
 2 12  43  2.75  5.30  3.30  2.26 195.6 152.1  99.1  4.47  29.2  47.6  2.71  0.53
 2 12  43  3.00  5.76  0.00  2.34 212.2   0.0 103.4  5.55  29.3  64.9  1.45  0.00
 2 12  43  3.25  5.85  3.64  2.42 214.2 174.1 102.5  5.67  30.0  43.0  4.53  0.51
 2 12  43  3.50  5.52  0.00  2.42 228.2   0.0 104.2  7.75  47.0  97.2  1.78  0.00
 2 12  43  3.75  6.02  4.04  2.50 225.9 190.8 100.5  5.53  26.6  45.1  2.13  0.50
 2 12  43  4.00  6.42  3.80  2.50 215.2 161.7 101.6  7.40  32.9  56.7  2.28  0.59
 2 12  43  4.25  6.18  3.56  2.50 195.7 155.3 100.9  4.92  22.7  42.6  1.71  0.60
 2 12  43  4.50  5.60  0.00  2.58 207.7   0.0 103.1  5.76  32.4  73.6  1.35  0.00
 2 12  43  4.75  5.38  3.72  2.58 205.4 158.0 102.3  5.40  34.0  62.5  1.86  0.50
 2 12  43  5.00  5.86  0.00  2.58 230.1   0.0  96.4  9.06  48.7 108.7  1.44  0.00
 2 12  43  5.25  5.86  3.48  2.58 211.3 155.9 103.7  5.46  27.9  59.4  1.14  1.00
 2 12  43  5.50  6.10  0.00  2.58 237.9   0.0 101.5  9.20  45.1 105.4  1.34  0.00
 2 12  43  5.75  6.42  3.80  0.00 224.6 175.9   0.0  6.91  29.9  51.6  2.13  0.58
 2 12  43  6.00  6.50  3.96  2.58 218.7 172.2 109.4  6.90  29.3  50.7  2.13  0.59
