mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 1  7   7  0.00  3.28  0.00  0.00 289.9   0.0   0.0  1.52  25.8  56.1  1.46  0.00
 1  7   7  0.25  3.36  0.00  0.00 273.8   0.0   0.0  1.59  25.5  59.1  1.30  0.00
 1  7   7  0.50  3.36  0.00  0.00 271.1   0.0   0.0  1.97  32.2  66.4  1.84  0.00
 1  7   7  0.75  3.52  0.00  0.00 277.5   0.0   0.0  2.88  43.3  85.4  2.10  0.00
 1  7   7  1.00  3.68  0.00  0.00 252.6   0.0   0.0  2.78  37.9  67.2  2.57  0.00
 1  7   7  1.25  4.52  0.00  0.00 260.8   0.0   0.0  4.36  40.0  65.3  4.00  0.00
 1  7   7  1.50  4.80  0.00  0.00 222.7   0.0   0.0  3.71  29.5  49.8  2.85  0.00
 1  7   7  1.75  5.04  0.00  0.00 212.9   0.0   0.0  3.40  23.9  41.0  2.62  0.00
 1  7   7  2.00  4.81  0.00  1.78 208.2   0.0 103.2  3.42  25.9  49.7  1.94  0.00
 1  7   7  2.25  5.28  0.00  1.86 200.6   0.0 104.0  3.31  20.2  41.3  1.49  0.00
 1  7   7  2.50  5.04  0.00  1.94 199.2   0.0  99.0  4.24  29.9  61.8  1.75  0.00
 1  7   7  2.75  5.20  0.00  1.94 234.3   0.0  99.6  6.29  42.5  89.7  1.63  0.00
 1  7   7  3.00  5.78  3.16  2.02 218.0 184.0 103.2  3.97  20.9  34.6  2.53  0.50
 1  7   7  3.25  5.84  0.00  2.10 209.7   0.0 104.3  4.81  24.8  43.9  2.05  0.00
 1  7   7  3.50  5.04  0.00  2.18 197.6   0.0 101.2  4.08  28.3  58.8  1.55  0.00
 1  7   7  3.75  5.04  0.00  0.00 241.4   0.0   0.0  7.96  59.2 125.4  1.99  0.00
 1  7   7  4.00  6.40  0.00  0.00 231.7   0.0   0.0  6.94  29.8  60.1  1.49  0.00
 1  7   7  4.25  6.36  3.40  0.00 215.5 169.1   0.0  6.46  29.5  44.0  4.08  1.00
 1  7   7  4.50  5.76  3.32  0.00 209.2 164.9   0.0  4.93  26.7  52.4  1.81  0.50
 1  7   7  4.75  5.64  3.32  0.00 231.2 161.0   0.0  7.64  45.3  76.9  2.81  0.50
 1  7   7  5.00  6.25  3.54  0.00 218.4 172.1   0.0  5.92  27.1  48.9  2.03  0.50
 1  7   7  5.25  6.09  3.32  0.00 201.7 162.9   0.0  4.40  20.7  40.6  1.67  0.50
 1  7   7  5.50  5.77  3.08  0.00 217.4 164.0   0.0  5.67  31.1  58.0  2.16  0.50
 1  7   7  5.75  5.46  3.24  0.00 213.5 155.4   0.0  5.47  33.6  64.9  1.90  0.50
 1  7   7  6.00  5.60  0.00  2.26 229.3   0.0 103.8  7.47  43.9  81.3  2.15  0.00
 1  7   7  6.25  5.94  3.24  0.00 212.2 170.7   0.0  4.77  24.0  42.0  2.16  0.50
 1  7   7  6.50  5.30  0.00  2.26 211.2   0.0 109.2  4.82  30.5  52.0  2.69  0.00
 1  7   7  6.75  5.68  0.00  2.18 226.1   0.0 102.0  7.11  40.6  70.2  2.70  0.00
 1  7   7  7.00  5.76  0.00  2.18 212.8   0.0 107.4  5.65  30.4  61.3  1.71  0.00
 1  7   7  7.25  6.16  0.00  2.10 228.2   0.0 103.4  5.79  26.4  60.1  1.27  0.00
 1  7   7  7.50  6.32  0.00  2.10 222.5   0.0 112.3  6.61  29.9  55.4  2.05  0.00
 1  7   7  7.75  6.00  0.00  0.00 216.9   0.0   0.0  5.20  26.0  40.1  4.05  0.00
 1  7   7  8.00  5.30  0.00  1.94 208.2   0.0 107.1  4.26  27.2  44.8  3.08  0.00
 1  7   7  8.25  5.37  0.00  1.86 209.8   0.0 105.6  4.04  24.6  48.7  1.83  0.00
 1  7   7  8.50  5.12  0.00  0.00 209.3   0.0   0.0  3.54  23.8  50.6  1.64  0.00
 1  7   7  8.75  3.94  0.00  0.00 197.6   0.0   0.0  1.69  18.4  26.8  5.74  0.00
 1  7   7  9.00  3.76  0.00  0.00 211.4   0.0   0.0  2.22  28.2  51.0  2.61  0.00
 1  7   7  9.25  3.68  0.00  0.00 235.6   0.0   0.0  2.58  35.0  62.9  2.60  0.00
 1  7   7  9.50  3.68  0.00  0.00 229.7   0.0   0.0  1.81  24.5  42.7  2.93  0.00
 1  7   7  9.75  3.36  0.00  0.00 236.5   0.0   0.0  1.53  25.5  40.3  4.35  0.00
 1  7   7 10.00  2.96  0.00  0.00 235.2   0.0   0.0  1.59  34.6  61.9  2.79  0.00
 1  7   7 10.25  2.96  0.00  0.00 261.7   0.0   0.0  1.33  29.0  47.2  3.81  0.00
 1  7   7 10.75  3.20  0.00  0.00 253.5   0.0   0.0  1.51  28.8  45.9  4.29  0.00
 1  7   7 11.00  3.04  0.00  0.00 253.2   0.0   0.0  1.42  30.2  47.2  4.77  0.00
 1  7   7 11.25  3.04  0.00  0.00 243.2   0.0   0.0  1.00  20.7  37.5  2.51  0.00
 1  7   7 11.50  3.12  0.00  0.00 243.6   0.0   0.0  1.25  25.1  40.3  4.18  0.00
 1  7   7 11.75  2.96  0.00  0.00 252.3   0.0   0.0  1.05  23.0  39.5  3.07  0.00
 1  7   7 12.00  3.20  0.00  0.00 254.8   0.0   0.0  1.80  34.0  61.9  2.47  0.00
 1  7   7 12.25  2.80  0.00  0.00 252.7   0.0   0.0  1.27  31.6  51.5  3.86  0.00
 1  7   7 12.50  3.04  0.00  0.00 253.2   0.0   0.0  1.30  27.1  47.3  2.90  0.00
 1  7   7 12.75  2.96  0.00  0.00 259.1   0.0   0.0  1.76  38.9  70.7  2.49  0.00
 1  7   7 13.00  3.04  0.00  0.00 268.9   0.0   0.0  1.74  36.5  66.6  2.45  0.00
 1  7   7 13.25  2.56  0.00  0.00 253.1   0.0   0.0  1.06  31.1  56.4  2.53  0.00
 1  7   7 13.50  2.48  0.00  0.00 240.4   0.0   0.0  0.72  22.6  35.9  4.25  0.00
 1  7   7 14.00  2.32  0.00  0.00 267.0   0.0   0.0  0.65  22.7  40.2  2.65  0.00
 1  7   7 14.25  2.64  0.00  0.00 250.4   0.0   0.0  0.82  22.5  40.1  2.64  0.00
 1  7   7 14.50  3.20  0.00  0.00 263.0   0.0   0.0  1.46  27.7  46.5  3.37  0.00
 1  7   7 14.75  3.12  0.00  0.00 252.7   0.0   0.0  1.41  28.2  47.0  3.44  0.00
 1  7   7 15.00  3.12  0.00  0.00 300.5   0.0   0.0  1.67  33.3  57.2  3.06  0.00
