mo da yda  time  FoF2  FoF1   FoE  HmF2  HmF1   HmE   Tec  HTop    B0    B1    D1
 2 24  55  0.00  3.60  0.00  0.00 225.0   0.0   0.0  2.83  41.2  70.1  3.37  0.00
 2 24  55  0.25  3.69  0.00  0.00 198.6   0.0   0.0  1.88  24.6  36.4  5.54  0.00
 2 24  55  0.50  3.94  0.00  0.00 225.9   0.0   0.0  3.68  44.0  74.5  3.28  0.00
 2 24  55  0.75  4.97  0.00  0.00 237.4   0.0   0.0  5.26  38.9  75.3  1.97  0.00
 2 24  55  1.00  5.56  0.00  1.86 240.8   0.0  99.7  6.67  40.3  60.2  4.95  0.00
 2 24  55  1.25  5.92  0.00  0.00 204.8   0.0   0.0  3.99  19.6  35.7  1.82  0.00
 2 24  55  1.50  5.50  0.00  2.10 243.0   0.0 102.2  9.95  63.5 138.7  2.17  0.00
 2 24  55  1.75  5.93  3.48  2.18 217.6 167.8  99.0  6.01  31.2  53.7  2.38  0.50
 2 24  55  2.00  6.00  3.45  2.26 201.9 166.2 104.9  4.15  20.0  36.7  1.74  0.57
 2 24  55  2.25  5.77  3.32  2.34 205.8 161.9 100.5  5.00  27.1  45.9  2.38  0.50
 2 24  55  2.50  5.21  3.48  2.42 201.9 157.5 100.8  4.79  32.2  54.5  2.36  0.50
 2 24  55  2.75  5.38  3.64  2.42 210.9 162.2 103.9  5.83  37.5  57.9  3.22  0.50
 2 24  55  3.00  5.37  3.56  2.50 206.3 161.7 100.8  5.01  31.5  53.3  2.26  0.50
 2 24  55  3.25  5.38  3.64  2.50 209.4 156.0  96.9  6.04  38.6  65.8  2.30  0.51
 2 24  55  3.50  5.30  3.88  2.58 210.2 161.5 101.3  6.11  40.4  67.7  2.27  0.50
 2 24  55  3.75  5.45  3.72  2.58 208.5 161.0 101.1  5.76  35.6  58.5  2.48  0.50
 2 24  55  4.00  5.30  3.52  0.00 236.9 156.0   0.0  8.10  54.3 111.7  1.76  0.04
 2 24  55  4.25  5.70  4.00  0.00 221.9 169.3   0.0  7.00  39.6  71.2  2.02  0.50
 2 24  55  4.50  5.93  3.77  0.00 212.5 169.2   0.0  5.71  28.9  46.8  2.29  0.70
 2 24  55  4.75  5.61  3.80  2.66 211.8 158.4 100.7  6.65  39.1  66.9  2.29  0.50
 2 24  55  5.00  5.54  3.88  2.66 221.6 162.6 100.2  7.65  46.2  77.1  2.47  0.50
 2 24  55  5.25  5.70  3.88  2.66 221.4 165.2 100.6  7.25  41.2  69.1  2.33  0.50
 2 24  55  5.50  5.78  3.88  2.66 215.8 159.9  98.8  7.19  39.7  67.3  2.20  0.65
 2 24  55  5.75  5.77  3.88  2.66 222.1 160.2 101.9  7.76  43.2  78.8  2.00  0.50
 2 24  55  6.00  5.77  3.72  2.66 217.6 161.1 101.3  6.65  36.2  64.9  1.91  0.70
 2 24  55  6.25  5.85  3.83  2.66 234.5 158.6 101.8  9.21  50.4 100.2  1.78  0.50
 2 24  55  6.50  6.41  3.60  2.58 236.1 158.2 100.1  9.31  41.7  81.0  1.73  0.58
 2 24  55  6.75  6.48  3.80  0.00 221.7 167.8   0.0  7.33  31.3  56.7  1.91  1.00
 2 24  55  7.00  6.40  3.80  2.58 219.5 175.3  99.6  6.66  29.1  46.2  2.66  0.50
 2 24  55  7.25  5.85  3.54  0.00 219.6 164.7   0.0  6.69  35.9  58.3  2.78  0.58
 2 24  55  7.50  5.69  3.56  0.00 224.2 165.9   0.0  6.83  38.9  66.1  2.48  0.50
 2 24  55  7.75  5.77  3.56  0.00 215.0 174.4   0.0  5.14  27.5  44.0  2.63  0.50
 2 24  55  8.00  5.21  3.40  0.00 210.9 163.9   0.0  5.07  34.3  53.9  3.02  0.50
 2 24  55  8.25  5.13  3.10  0.00 202.3 155.9   0.0  4.26  29.4  50.0  2.42  0.56
 2 24  55  8.50  4.81  0.00  2.26 203.4   0.0  97.9  4.27  32.7  64.4  1.73  0.00
